t,x,y,vx,vy,jacobi
0.00000000,1.50000000,0.00000000,0.02000000,-1.86800000,0.09616138
0.00209440,1.50003600,-0.00391242,0.01437683,-1.86808073,0.09613938
0.00418879,1.50006022,-0.00782499,0.00875346,-1.86814358,0.09611738
0.00628319,1.50007267,-0.01173767,0.00312996,-1.86818856,0.09609537
0.00837758,1.50007333,-0.01565042,-0.00249364,-1.86821566,0.09607337
0.01047198,1.50006222,-0.01956322,-0.00811725,-1.86822489,0.09605137
0.01256637,1.50003933,-0.02347601,-0.01374084,-1.86821625,0.09602936
0.01466077,1.50000466,-0.02738877,-0.01936435,-1.86818973,0.09600736
0.01675516,1.49995822,-0.03130146,-0.02498772,-1.86814535,0.09598535
0.01884956,1.49989999,-0.03521403,-0.03061088,-1.86808309,0.09596335
0.02094395,1.49982999,-0.03912645,-0.03623380,-1.86800296,0.09594134
0.02303835,1.49974822,-0.04303869,-0.04185640,-1.86790496,0.09591934
0.02513274,1.49965467,-0.04695070,-0.04747864,-1.86778910,0.09589733
0.02722714,1.49954934,-0.05086245,-0.05310046,-1.86765537,0.09587533
0.02932153,1.49943224,-0.05477391,-0.05872180,-1.86750378,0.09585332
0.03141593,1.49930337,-0.05868502,-0.06434261,-1.86733433,0.09583132
0.03351032,1.49916272,-0.06259576,-0.06996283,-1.86714702,0.09580931
0.03560472,1.49901031,-0.06650610,-0.07558240,-1.86694185,0.09578730
0.03769911,1.49884613,-0.07041598,-0.08120127,-1.86671883,0.09576530
0.03979351,1.49867017,-0.07432538,-0.08681938,-1.86647796,0.09574329
0.04188790,1.49848246,-0.07823425,-0.09243668,-1.86621924,0.09572129
0.04398230,1.49828298,-0.08214257,-0.09805311,-1.86594268,0.09569928
0.04607669,1.49807173,-0.08605028,-0.10366861,-1.86564828,0.09567727
0.04817109,1.49784873,-0.08995736,-0.10928313,-1.86533604,0.09565527
0.05026548,1.49761397,-0.09386377,-0.11489662,-1.86500597,0.09563326
0.05235988,1.49736745,-0.09776947,-0.12050901,-1.86465807,0.09561125
0.05445427,1.49710918,-0.10167442,-0.12612025,-1.86429235,0.09558925
0.05654867,1.49683916,-0.10557859,-0.13173029,-1.86390880,0.09556724
0.05864306,1.49655740,-0.10948193,-0.13733907,-1.86350744,0.09554524
0.06073746,1.49626388,-0.11338442,-0.14294653,-1.86308827,0.09552323
0.06283185,1.49595862,-0.11728601,-0.14855262,-1.86265129,0.09550122
0.06492625,1.49564163,-0.12118666,-0.15415728,-1.86219651,0.09547922
0.06702064,1.49531289,-0.12508634,-0.15976046,-1.86172393,0.09545721
0.06911504,1.49497242,-0.12898502,-0.16536210,-1.86123357,0.09543520
0.07120943,1.49462023,-0.13288265,-0.17096215,-1.86072542,0.09541320
0.07330383,1.49425630,-0.13677919,-0.17656055,-1.86019949,0.09539119
0.07539822,1.49388065,-0.14067462,-0.18215724,-1.85965578,0.09536919
0.07749262,1.49349328,-0.14456889,-0.18775218,-1.85909431,0.09534718
0.07958701,1.49309420,-0.14846196,-0.19334529,-1.85851508,0.09532517
0.08168141,1.49268340,-0.15235381,-0.19893654,-1.85791810,0.09530317
0.08377580,1.49226090,-0.15624438,-0.20452587,-1.85730336,0.09528116
0.08587020,1.49182669,-0.16013365,-0.21011321,-1.85667089,0.09525916
0.08796459,1.49138078,-0.16402157,-0.21569852,-1.85602068,0.09523715
0.09005899,1.49092317,-0.16790812,-0.22128173,-1.85535275,0.09521515
0.09215338,1.49045388,-0.17179325,-0.22686280,-1.85466709,0.09519314
0.09424778,1.48997289,-0.17567692,-0.23244167,-1.85396373,0.09517114
0.09634217,1.48948023,-0.17955910,-0.23801829,-1.85324265,0.09514913
0.09843657,1.48897589,-0.18343975,-0.24359259,-1.85250389,0.09512713
0.10053096,1.48845987,-0.18731884,-0.24916453,-1.85174743,0.09510512
0.10262536,1.48793219,-0.19119632,-0.25473405,-1.85097329,0.09508312
0.10471976,1.48739285,-0.19507216,-0.26030109,-1.85018148,0.09506111
0.10681415,1.48684184,-0.19894633,-0.26586560,-1.84937200,0.09503911
0.10890855,1.48627919,-0.20281878,-0.27142753,-1.84854487,0.09501711
0.11100294,1.48570489,-0.20668948,-0.27698683,-1.84770010,0.09499510
0.11309734,1.48511895,-0.21055840,-0.28254342,-1.84683768,0.09497310
0.11519173,1.48452138,-0.21442549,-0.28809727,-1.84595763,0.09495109
0.11728613,1.48391218,-0.21829071,-0.29364832,-1.84505997,0.09492909
0.11938052,1.48329135,-0.22215404,-0.29919652,-1.84414469,0.09490709
0.12147492,1.48265891,-0.22601544,-0.30474180,-1.84321182,0.09488509
0.12356931,1.48201485,-0.22987486,-0.31028412,-1.84226135,0.09486308
0.12566371,1.48135920,-0.23373227,-0.31582341,-1.84129330,0.09484108
0.12775810,1.48069194,-0.23758764,-0.32135964,-1.84030768,0.09481908
0.12985250,1.48001309,-0.24144092,-0.32689274,-1.83930450,0.09479708
0.13194689,1.47932266,-0.24529209,-0.33242266,-1.83828376,0.09477508
0.13404129,1.47862064,-0.24914110,-0.33794934,-1.83724548,0.09475307
0.13613568,1.47790706,-0.25298791,-0.34347273,-1.83618968,0.09473107
0.13823008,1.47718191,-0.25683250,-0.34899278,-1.83511635,0.09470907
0.14032447,1.47644520,-0.26067482,-0.35450944,-1.83402551,0.09468707
0.14241887,1.47569695,-0.26451483,-0.36002264,-1.83291718,0.09466507
0.14451326,1.47493715,-0.26835251,-0.36553234,-1.83179136,0.09464307
0.14660766,1.47416581,-0.27218781,-0.37103849,-1.83064806,0.09462107
0.14870205,1.47338295,-0.27602070,-0.37654102,-1.82948730,0.09459907
0.15079645,1.47258856,-0.27985114,-0.38203988,-1.82830908,0.09457707
0.15289084,1.47178266,-0.28367909,-0.38753503,-1.82711343,0.09455507
0.15498524,1.47096526,-0.28750452,-0.39302641,-1.82590034,0.09453308
0.15707963,1.47013636,-0.29132739,-0.39851396,-1.82466984,0.09451108
0.15917403,1.46929597,-0.29514767,-0.40399764,-1.82342193,0.09448908
0.16126842,1.46844410,-0.29896531,-0.40947738,-1.82215662,0.09446708
0.16336282,1.46758076,-0.30278029,-0.41495314,-1.82087394,0.09444508
0.16545721,1.46670595,-0.30659256,-0.42042486,-1.81957388,0.09442309
0.16755161,1.46581969,-0.31040209,-0.42589248,-1.81825648,0.09440109
0.16964600,1.46492198,-0.31420884,-0.43135597,-1.81692172,0.09437909
0.17174040,1.46401284,-0.31801278,-0.43681526,-1.81556964,0.09435710
0.17383479,1.46309226,-0.32181387,-0.44227029,-1.81420024,0.09433510
0.17592919,1.46216026,-0.32561207,-0.44772103,-1.81281353,0.09431311
0.17802358,1.46121685,-0.32940735,-0.45316741,-1.81140954,0.09429111
0.18011798,1.46026204,-0.33319967,-0.45860938,-1.80998827,0.09426912
0.18221237,1.45929584,-0.33698900,-0.46404689,-1.80854973,0.09424712
0.18430677,1.45831825,-0.34077530,-0.46947989,-1.80709394,0.09422513
0.18640116,1.45732929,-0.34455853,-0.47490831,-1.80562092,0.09420313
0.18849556,1.45632896,-0.34833865,-0.48033213,-1.80413067,0.09418114
0.19058995,1.45531728,-0.35211564,-0.48575126,-1.80262322,0.09415915
0.19268435,1.45429425,-0.35588945,-0.49116568,-1.80109857,0.09413715
0.19477874,1.45325989,-0.35966005,-0.49657532,-1.79955674,0.09411516
0.19687314,1.45221421,-0.36342741,-0.50198013,-1.79799775,0.09409317
0.19896753,1.45115721,-0.36719148,-0.50738006,-1.79642160,0.09407118
0.20106193,1.45008890,-0.37095223,-0.51277505,-1.79482832,0.09404919
0.20315632,1.44900930,-0.37470962,-0.51816506,-1.79321792,0.09402719
0.20525072,1.44791842,-0.37846363,-0.52355003,-1.79159041,0.09400520
0.20734512,1.44681627,-0.38221421,-0.52892991,-1.78994582,0.09398321
0.20943951,1.44570285,-0.38596132,-0.53430465,-1.78828414,0.09396122
0.21153391,1.44457818,-0.38970494,-0.53967420,-1.78660541,0.09393923
0.21362830,1.44344227,-0.39344503,-0.54503850,-1.78490963,0.09391725
0.21572270,1.44229513,-0.39718154,-0.55039750,-1.78319682,0.09389526
0.21781709,1.44113677,-0.40091445,-0.55575115,-1.78146700,0.09387327
0.21991149,1.43996721,-0.40464372,-0.56109940,-1.77972018,0.09385128
0.22200588,1.43878645,-0.40836932,-0.56644220,-1.77795638,0.09382929
0.22410028,1.43759451,-0.41209120,-0.57177949,-1.77617562,0.09380731
0.22619467,1.43639139,-0.41580933,-0.57711123,-1.77437791,0.09378532
0.22828907,1.43517711,-0.41952368,-0.58243736,-1.77256326,0.09376333
0.23038346,1.43395169,-0.42323422,-0.58775783,-1.77073170,0.09374135
0.23247786,1.43271512,-0.42694089,-0.59307258,-1.76888324,0.09371936
0.23457225,1.43146743,-0.43064368,-0.59838158,-1.76701790,0.09369737
0.23666665,1.43020863,-0.43434255,-0.60368475,-1.76513570,0.09367539
0.23876104,1.42893873,-0.43803746,-0.60898207,-1.76323664,0.09365340
0.24085544,1.42765774,-0.44172837,-0.61427346,-1.76132076,0.09363142
0.24294983,1.42636567,-0.44541525,-0.61955889,-1.75938806,0.09360944
0.24504423,1.42506254,-0.44909806,-0.62483830,-1.75743856,0.09358745
0.24713862,1.42374836,-0.45277678,-0.63011164,-1.75547229,0.09356547
0.24923302,1.42242314,-0.45645136,-0.63537886,-1.75348926,0.09354349
0.25132741,1.42108689,-0.46012176,-0.64063990,-1.75148948,0.09352151
0.25342181,1.41973964,-0.46378797,-0.64589472,-1.74947298,0.09349952
0.25551620,1.41838138,-0.46744993,-0.65114326,-1.74743977,0.09347754
0.25761060,1.41701214,-0.47110761,-0.65638548,-1.74538987,0.09345556
0.25970499,1.41563192,-0.47476099,-0.66162133,-1.74332331,0.09343358
0.26179939,1.41424075,-0.47841002,-0.66685074,-1.74124009,0.09341160
0.26389378,1.41283863,-0.48205467,-0.67207368,-1.73914024,0.09338962
0.26598818,1.41142558,-0.48569490,-0.67729009,-1.73702377,0.09336764
0.26808257,1.41000161,-0.48933068,-0.68249991,-1.73489072,0.09334566
0.27017697,1.40856673,-0.49296198,-0.68770311,-1.73274108,0.09332368
0.27227136,1.40712097,-0.49658876,-0.69289963,-1.73057489,0.09330170
0.27436576,1.40566433,-0.50021099,-0.69808941,-1.72839216,0.09327973
0.27646015,1.40419682,-0.50382862,-0.70327242,-1.72619291,0.09325775
0.27855455,1.40271847,-0.50744163,-0.70844859,-1.72397716,0.09323577
0.28064894,1.40122929,-0.51104999,-0.71361788,-1.72174493,0.09321380
0.28274334,1.39972928,-0.51465365,-0.71878023,-1.71949625,0.09319182
0.28483773,1.39821847,-0.51825259,-0.72393561,-1.71723112,0.09316984
0.28693213,1.39669687,-0.52184676,-0.72908394,-1.71494958,0.09314787
0.28902652,1.39516450,-0.52543614,-0.73422520,-1.71265163,0.09312589
0.29112092,1.39362136,-0.52902069,-0.73935932,-1.71033731,0.09310392
0.29321531,1.39206748,-0.53260037,-0.74448626,-1.70800663,0.09308194
0.29530971,1.39050287,-0.53617516,-0.74960596,-1.70565961,0.09305997
0.29740410,1.38892754,-0.53974501,-0.75471838,-1.70329628,0.09303800
0.29949850,1.38734152,-0.54330990,-0.75982346,-1.70091665,0.09301602
0.30159289,1.38574481,-0.54686978,-0.76492117,-1.69852074,0.09299405
0.30368729,1.38413743,-0.55042463,-0.77001143,-1.69610858,0.09297208
0.30578168,1.38251940,-0.55397442,-0.77509422,-1.69368018,0.09295011
0.30787608,1.38089073,-0.55751909,-0.78016947,-1.69123558,0.09292814
0.30997048,1.37925144,-0.56105864,-0.78523714,-1.68877478,0.09290617
0.31206487,1.37760154,-0.56459301,-0.79029717,-1.68629782,0.09288420
0.31415927,1.37594105,-0.56812217,-0.79534953,-1.68380471,0.09286223
0.31625366,1.37426999,-0.57164610,-0.80039415,-1.68129547,0.09284026
0.31834806,1.37258838,-0.57516475,-0.80543099,-1.67877013,0.09281829
0.32044245,1.37089622,-0.57867810,-0.81046000,-1.67622871,0.09279632
0.32253685,1.36919353,-0.58218611,-0.81548113,-1.67367123,0.09277435
0.32463124,1.36748034,-0.58568875,-0.82049433,-1.67109772,0.09275238
0.32672564,1.36575666,-0.58918598,-0.82549956,-1.66850819,0.09273041
0.32882003,1.36402250,-0.59267777,-0.83049675,-1.66590267,0.09270845
0.33091443,1.36227789,-0.59616409,-0.83548587,-1.66328119,0.09268648
0.33300882,1.36052284,-0.59964490,-0.84046687,-1.66064375,0.09266451
0.33510322,1.35875736,-0.60312016,-0.84543969,-1.65799040,0.09264255
0.33719761,1.35698147,-0.60658986,-0.85040428,-1.65532114,0.09262058
0.33929201,1.35519520,-0.61005395,-0.85536061,-1.65263601,0.09259862
0.34138640,1.35339855,-0.61351239,-0.86030861,-1.64993503,0.09257665
0.34348080,1.35159155,-0.61696517,-0.86524824,-1.64721822,0.09255469
0.34557519,1.34977421,-0.62041223,-0.87017945,-1.64448561,0.09253272
0.34766959,1.34794656,-0.62385356,-0.87510219,-1.64173721,0.09251076
0.34976398,1.34610860,-0.62728912,-0.88001642,-1.63897305,0.09248880
0.35185838,1.34426036,-0.63071887,-0.88492208,-1.63619316,0.09246683
0.35395277,1.34240185,-0.63414278,-0.88981913,-1.63339757,0.09244487
0.35604717,1.34053310,-0.63756081,-0.89470752,-1.63058628,0.09242291
0.35814156,1.33865412,-0.64097295,-0.89958719,-1.62775934,0.09240095
0.36023596,1.33676492,-0.64437915,-0.90445811,-1.62491676,0.09237899
0.36233035,1.33486554,-0.64777937,-0.90932022,-1.62205857,0.09235703
0.36442475,1.33295598,-0.65117360,-0.91417348,-1.61918480,0.09233507
0.36651914,1.33103626,-0.65456179,-0.91901783,-1.61629546,0.09231311
0.36861354,1.32910641,-0.65794391,-0.92385323,-1.61339059,0.09229115
0.37070793,1.32716644,-0.66131993,-0.92867963,-1.61047020,0.09226919
0.37280233,1.32521638,-0.66468982,-0.93349698,-1.60753433,0.09224723
0.37489672,1.32325623,-0.66805355,-0.93830523,-1.60458300,0.09222527
0.37699112,1.32128602,-0.67141107,-0.94310434,-1.60161624,0.09220331
0.37908551,1.31930577,-0.67476237,-0.94789426,-1.59863406,0.09218136
0.38117991,1.31731549,-0.67810740,-0.95267495,-1.59563651,0.09215940
0.38327430,1.31531522,-0.68144615,-0.95744634,-1.59262359,0.09213744
0.38536870,1.31330496,-0.68477856,-0.96220840,-1.58959535,0.09211549
0.38746309,1.31128474,-0.68810462,-0.96696107,-1.58655180,0.09209353
0.38955749,1.30925457,-0.69142428,-0.97170432,-1.58349297,0.09207158
0.39165188,1.30721448,-0.69473753,-0.97643809,-1.58041890,0.09204962
0.39374628,1.30516448,-0.69804432,-0.98116234,-1.57732959,0.09202767
0.39584067,1.30310460,-0.70134462,-0.98587701,-1.57422509,0.09200571
0.39793507,1.30103486,-0.70463840,-0.99058206,-1.57110542,0.09198376
0.40002946,1.29895527,-0.70792564,-0.99527745,-1.56797060,0.09196180
0.40212386,1.29686585,-0.71120629,-0.99996312,-1.56482067,0.09193985
0.40421825,1.29476664,-0.71448033,-1.00463903,-1.56165565,0.09191790
0.40631265,1.29265764,-0.71774773,-1.00930514,-1.55847556,0.09189595
0.40840704,1.29053888,-0.72100845,-1.01396138,-1.55528044,0.09187399
0.41050144,1.28841037,-0.72426246,-1.01860773,-1.55207031,0.09185204
0.41259584,1.28627215,-0.72750974,-1.02324413,-1.54884520,0.09183009
0.41469023,1.28412423,-0.73075024,-1.02787053,-1.54560515,0.09180814
0.41678463,1.28196662,-0.73398394,-1.03248689,-1.54235016,0.09178619
0.41887902,1.27979936,-0.73721081,-1.03709317,-1.53908029,0.09176424
0.42097342,1.27762247,-0.74043082,-1.04168930,-1.53579554,0.09174229
0.42306781,1.27543595,-0.74364393,-1.04627526,-1.53249596,0.09172034
0.42516221,1.27323984,-0.74685011,-1.05085098,-1.52918157,0.09169839
0.42725660,1.27103417,-0.75004934,-1.05541643,-1.52585240,0.09167645
0.42935100,1.26881893,-0.75324158,-1.05997157,-1.52250847,0.09165450
0.43144539,1.26659417,-0.75642680,-1.06451633,-1.51914982,0.09163255
0.43353979,1.26435991,-0.75960497,-1.06905068,-1.51577648,0.09161060
0.43563418,1.26211615,-0.76277606,-1.07357457,-1.51238847,0.09158866
0.43772858,1.25986293,-0.76594004,-1.07808795,-1.50898583,0.09156671
0.43982297,1.25760028,-0.76909687,-1.08259078,-1.50556858,0.09154476
0.44191737,1.25532820,-0.77224654,-1.08708302,-1.50213676,0.09152282
0.44401176,1.25304672,-0.77538900,-1.09156461,-1.49869038,0.09150087
0.44610616,1.25075587,-0.77852423,-1.09603551,-1.49522949,0.09147893
0.44820055,1.24845567,-0.78165219,-1.10049568,-1.49175412,0.09145698
0.45029495,1.24614613,-0.78477286,-1.10494507,-1.48826428,0.09143504
0.45238934,1.24382729,-0.78788621,-1.10938363,-1.48476002,0.09141309
0.45448374,1.24149916,-0.79099220,-1.11381132,-1.48124136,0.09139115
0.45657813,1.23916178,-0.79409081,-1.11822809,-1.47770834,0.09136921
0.45867253,1.23681515,-0.79718200,-1.12263390,-1.47416098,0.09134726
0.46076692,1.23445931,-0.80026575,-1.12702870,-1.47059932,0.09132532
0.46286132,1.23209427,-0.80334202,-1.13141245,-1.46702338,0.09130338
0.46495571,1.22972006,-0.80641079,-1.13578510,-1.46343321,0.09128144
0.46705011,1.22733671,-0.80947203,-1.14014661,-1.45982881,0.09125950
0.46914450,1.22494424,-0.81252570,-1.14449693,-1.45621024,0.09123755
0.47123890,1.22254266,-0.81557178,-1.14883602,-1.45257752,0.09121561
0.47333329,1.22013201,-0.81861023,-1.15316383,-1.44893069,0.09119367
0.47542769,1.21771231,-0.82164103,-1.15748032,-1.44526976,0.09117173
0.47752208,1.21528358,-0.82466415,-1.16178544,-1.44159478,0.09114979
0.47961648,1.21284584,-0.82767956,-1.16607914,-1.43790578,0.09112785
0.48171087,1.21039912,-0.83068723,-1.17036139,-1.43420279,0.09110592
0.48380527,1.20794345,-0.83368713,-1.17463215,-1.43048585,0.09108398
0.48589966,1.20547885,-0.83667923,-1.17889135,-1.42675497,0.09106204
0.48799406,1.20300533,-0.83966350,-1.18313897,-1.42301020,0.09104010
0.49008845,1.20052293,-0.84263991,-1.18737495,-1.41925157,0.09101816
0.49218285,1.19803167,-0.84560843,-1.19159925,-1.41547912,0.09099623
0.49427724,1.19553158,-0.84856904,-1.19581183,-1.41169286,0.09097429
0.49637164,1.19302268,-0.85152171,-1.20001265,-1.40789284,0.09095235
0.49846603,1.19050499,-0.85446640,-1.20420165,-1.40407910,0.09093042
0.50056043,1.18797854,-0.85740309,-1.20837880,-1.40025165,0.09090848
0.50265482,1.18544335,-0.86033175,-1.21254406,-1.39641055,0.09088654
0.50474922,1.18289945,-0.86325236,-1.21669737,-1.39255581,0.09086461
0.50684361,1.18034687,-0.86616487,-1.22083870,-1.38868748,0.09084267
0.50893801,1.17778563,-0.86906927,-1.22496800,-1.38480558,0.09082074
0.51103240,1.17521574,-0.87196552,-1.22908522,-1.38091015,0.09079880
0.51312680,1.17263725,-0.87485360,-1.23319033,-1.37700123,0.09077687
0.51522120,1.17005018,-0.87773348,-1.23728329,-1.37307884,0.09075494
0.51731559,1.16745454,-0.88060513,-1.24136404,-1.36914303,0.09073300
0.51940999,1.16485037,-0.88346852,-1.24543254,-1.36519383,0.09071107
0.52150438,1.16223770,-0.88632363,-1.24948876,-1.36123126,0.09068914
0.52359878,1.15961654,-0.88917043,-1.25353264,-1.35725537,0.09066720
0.52569317,1.15698692,-0.89200888,-1.25756415,-1.35326619,0.09064527
0.52778757,1.15434887,-0.89483897,-1.26158325,-1.34926376,0.09062334
0.52988196,1.15170242,-0.89766066,-1.26558988,-1.34524810,0.09060141
0.53197636,1.14904759,-0.90047392,-1.26958401,-1.34121926,0.09057947
0.53407075,1.14638441,-0.90327873,-1.27356560,-1.33717727,0.09055754
0.53616515,1.14371290,-0.90607507,-1.27753460,-1.33312216,0.09053561
0.53825954,1.14103309,-0.90886289,-1.28149097,-1.32905398,0.09051368
0.54035394,1.13834501,-0.91164219,-1.28543467,-1.32497275,0.09049175
0.54244833,1.13564869,-0.91441292,-1.28936565,-1.32087851,0.09046982
0.54454273,1.13294414,-0.91717506,-1.29328388,-1.31677129,0.09044789
0.54663712,1.13023140,-0.91992859,-1.29718931,-1.31265114,0.09042596
0.54873152,1.12751049,-0.92267347,-1.30108189,-1.30851809,0.09040403
0.55082591,1.12478145,-0.92540969,-1.30496160,-1.30437217,0.09038210
0.55292031,1.12204429,-0.92813721,-1.30882838,-1.30021342,0.09036017
0.55501470,1.11929905,-0.93085600,-1.31268219,-1.29604188,0.09033824
0.55710910,1.11654575,-0.93356604,-1.31652300,-1.29185758,0.09031632
0.55920349,1.11378442,-0.93626731,-1.32035075,-1.28766056,0.09029439
0.56129789,1.11101509,-0.93895978,-1.32416542,-1.28345086,0.09027246
0.56339228,1.10823778,-0.94164341,-1.32796695,-1.27922851,0.09025053
0.56548668,1.10545252,-0.94431819,-1.33175531,-1.27499355,0.09022860
0.56758107,1.10265935,-0.94698408,-1.33553046,-1.27074601,0.09020668
0.56967547,1.09985828,-0.94964107,-1.33929235,-1.26648594,0.09018475
0.57176986,1.09704934,-0.95228912,-1.34304094,-1.26221337,0.09016282
0.57386426,1.09423257,-0.95492821,-1.34677619,-1.25792834,0.09014090
0.57595865,1.09140799,-0.95755831,-1.35049807,-1.25363089,0.09011897
0.57805305,1.08857562,-0.96017940,-1.35420652,-1.24932105,0.09009704
0.58014744,1.08573551,-0.96279144,-1.35790152,-1.24499886,0.09007512
0.58224184,1.08288767,-0.96539443,-1.36158301,-1.24066435,0.09005319
0.58433623,1.08003213,-0.96798832,-1.36525096,-1.23631758,0.09003127
0.58643063,1.07716893,-0.97057309,-1.36890533,-1.23195857,0.09000934
0.58852502,1.07429809,-0.97314873,-1.37254608,-1.22758736,0.08998741
0.59061942,1.07141963,-0.97571519,-1.37617316,-1.22320400,0.08996549
0.59271381,1.06853359,-0.97827246,-1.37978655,-1.21880851,0.08994356
0.59480821,1.06564000,-0.98082052,-1.38338619,-1.21440094,0.08992164
0.59690260,1.06273889,-0.98335933,-1.38697204,-1.20998133,0.08989972
0.59899700,1.05983028,-0.98588887,-1.39054408,-1.20554971,0.08987779
0.60109139,1.05691420,-0.98840911,-1.39410225,-1.20110613,0.08985587
0.60318579,1.05399069,-0.99092004,-1.39764652,-1.19665062,0.08983394
0.60528018,1.05105976,-0.99342162,-1.40117685,-1.19218322,0.08981202
0.60737458,1.04812146,-0.99591384,-1.40469319,-1.18770398,0.08979009
0.60946897,1.04517581,-0.99839666,-1.40819552,-1.18321292,0.08976817
0.61156337,1.04222283,-1.00087006,-1.41168378,-1.17871010,0.08974625
0.61365777,1.03926257,-1.00333402,-1.41515795,-1.17419554,0.08972432
0.61575216,1.03629504,-1.00578851,-1.41861798,-1.16966930,0.08970240
0.61784656,1.03332029,-1.00823351,-1.42206383,-1.16513140,0.08968048
0.61994095,1.03033833,-1.01066900,-1.42549546,-1.16058189,0.08965855
0.62203535,1.02734920,-1.01309494,-1.42891284,-1.15602082,0.08963663
0.62412974,1.02435292,-1.01551132,-1.43231592,-1.15144820,0.08961471
0.62622414,1.02134954,-1.01791811,-1.43570467,-1.14686410,0.08959279
0.62831853,1.01833907,-1.02031528,-1.43907905,-1.14226855,0.08957086
0.63041293,1.01532155,-1.02270282,-1.44243902,-1.13766159,0.08954894
0.63250732,1.01229700,-1.02508070,-1.44578454,-1.13304326,0.08952702
0.63460172,1.00926547,-1.02744889,-1.44911558,-1.12841360,0.08950509
0.63669611,1.00622697,-1.02980738,-1.45243209,-1.12377265,0.08948317
0.63879051,1.00318154,-1.03215614,-1.45573403,-1.11912046,0.08946125
0.64088490,1.00012922,-1.03449513,-1.45902138,-1.11445705,0.08943933
0.64297930,0.99707002,-1.03682436,-1.46229408,-1.10978249,0.08941741
0.64507369,0.99400398,-1.03914377,-1.46555211,-1.10509680,0.08939548
0.64716809,0.99093114,-1.04145337,-1.46879543,-1.10040002,0.08937356
0.64926248,0.98785152,-1.04375311,-1.47202399,-1.09569221,0.08935164
0.65135688,0.98476515,-1.04604298,-1.47523777,-1.09097339,0.08932972
0.65345127,0.98167207,-1.04832296,-1.47843671,-1.08624362,0.08930780
0.65554567,0.97857230,-1.05059302,-1.48162079,-1.08150293,0.08928587
0.65764006,0.97546588,-1.05285314,-1.48478997,-1.07675137,0.08926395
0.65973446,0.97235284,-1.05510330,-1.48794422,-1.07198897,0.08924203
0.66182885,0.96923320,-1.05734347,-1.49108348,-1.06721578,0.08922011
0.66392325,0.96610701,-1.05957364,-1.49420773,-1.06243185,0.08919819
0.66601764,0.96297429,-1.06179377,-1.49731694,-1.05763721,0.08917626
0.66811204,0.95983507,-1.06400385,-1.50041105,-1.05283190,0.08915434
0.67020643,0.95668939,-1.06620386,-1.50349005,-1.04801598,0.08913242
0.67230083,0.95353728,-1.06839376,-1.50655388,-1.04318947,0.08911050
0.67439522,0.95037877,-1.07057355,-1.50960252,-1.03835244,0.08908858
0.67648962,0.94721388,-1.07274320,-1.51263592,-1.03350490,0.08906665
0.67858401,0.94404266,-1.07490268,-1.51565406,-1.02864692,0.08904473
0.68067841,0.94086514,-1.07705198,-1.51865689,-1.02377853,0.08902281
0.68277280,0.93768134,-1.07919107,-1.52164439,-1.01889978,0.08900089
0.68486720,0.93449130,-1.08131993,-1.52461650,-1.01401071,0.08897896
0.68696159,0.93129505,-1.08343854,-1.52757320,-1.00911136,0.08895704
0.68905599,0.92809263,-1.08554688,-1.53051446,-1.00420178,0.08893512
0.69115038,0.92488406,-1.08764492,-1.53344023,-0.99928200,0.08891320
0.69324478,0.92166938,-1.08973265,-1.53635048,-0.99435208,0.08889127
0.69533917,0.91844862,-1.09181005,-1.53924517,-0.98941206,0.08886935
0.69743357,0.91522181,-1.09387709,-1.54212428,-0.98446198,0.08884743
0.69952796,0.91198899,-1.09593375,-1.54498776,-0.97950189,0.08882550
0.70162236,0.90875019,-1.09798001,-1.54783557,-0.97453182,0.08880358
0.70371675,0.90550545,-1.10001585,-1.55066770,-0.96955183,0.08878166
0.70581115,0.90225478,-1.10204125,-1.55348409,-0.96456196,0.08875973
0.70790554,0.89899824,-1.10405619,-1.55628472,-0.95956225,0.08873781
0.70999994,0.89573584,-1.10606065,-1.55906955,-0.95455274,0.08871589
0.71209433,0.89246763,-1.10805461,-1.56183854,-0.94953349,0.08869396
0.71418873,0.88919364,-1.11003804,-1.56459166,-0.94450454,0.08867204
0.71628313,0.88591390,-1.11201093,-1.56732888,-0.93946592,0.08865011
0.71837752,0.88262844,-1.11397326,-1.57005016,-0.93441769,0.08862819
0.72047192,0.87933730,-1.11592501,-1.57275547,-0.92935990,0.08860627
0.72256631,0.87604051,-1.11786615,-1.57544478,-0.92429258,0.08858434
0.72466071,0.87273810,-1.11979667,-1.57811804,-0.91921578,0.08856242
0.72675510,0.86943011,-1.12171655,-1.58077523,-0.91412955,0.08854049
0.72884950,0.86611658,-1.12362576,-1.58341631,-0.90903393,0.08851856
0.73094389,0.86279753,-1.12552429,-1.58604125,-0.90392897,0.08849664
0.73303829,0.85947300,-1.12741212,-1.58865002,-0.89881471,0.08847471
0.73513268,0.85614302,-1.12928923,-1.59124257,-0.89369120,0.08845279
0.73722708,0.85280763,-1.13115560,-1.59381889,-0.88855849,0.08843086
0.73932147,0.84946686,-1.13301121,-1.59637893,-0.88341662,0.08840893
0.74141587,0.84612074,-1.13485604,-1.59892266,-0.87826563,0.08838701
0.74351026,0.84276931,-1.13669008,-1.60145005,-0.87310558,0.08836508
0.74560466,0.83941261,-1.13851329,-1.60396106,-0.86793651,0.08834315
0.74769905,0.83605067,-1.14032568,-1.60645567,-0.86275846,0.08832122
