t,x,y,vx,vy,jacobi
12.26687211,1.33231019,-0.12312580,-0.66594260,-1.73133422,-0.15147962
12.26896651,1.33090953,-0.12674912,-0.67158773,-1.72868292,-0.15150378
12.27106090,1.32949706,-0.13036688,-0.67722611,-1.72601189,-0.15152795
12.27315530,1.32807278,-0.13397901,-0.68285769,-1.72332114,-0.15155212
12.27524970,1.32663671,-0.13758550,-0.68848238,-1.72061067,-0.15157630
12.27734409,1.32518888,-0.14118628,-0.69410012,-1.71788049,-0.15160048
12.27943849,1.32372928,-0.14478132,-0.69971085,-1.71513062,-0.15162466
12.28153288,1.32225794,-0.14837059,-0.70531450,-1.71236106,-0.15164884
12.28362728,1.32077487,-0.15195403,-0.71091100,-1.70957182,-0.15167303
12.28572167,1.31928009,-0.15553161,-0.71650029,-1.70676291,-0.15169722
12.28781607,1.31777361,-0.15910329,-0.72208230,-1.70393434,-0.15172142
12.28991046,1.31625544,-0.16266903,-0.72765696,-1.70108613,-0.15174562
12.29200486,1.31472561,-0.16622877,-0.73322421,-1.69821827,-0.15176982
12.29409925,1.31318413,-0.16978249,-0.73878397,-1.69533078,-0.15179403
12.29619365,1.31163101,-0.17333015,-0.74433620,-1.69242368,-0.15181824
12.29828804,1.31006627,-0.17687169,-0.74988081,-1.68949698,-0.15184245
12.30038244,1.30848992,-0.18040708,-0.75541775,-1.68655067,-0.15186667
12.30247683,1.30690199,-0.18393628,-0.76094694,-1.68358479,-0.15189089
12.30457123,1.30530248,-0.18745925,-0.76646833,-1.68059934,-0.15191512
12.30666562,1.30369142,-0.19097595,-0.77198184,-1.67759433,-0.15193935
12.30876002,1.30206882,-0.19448633,-0.77748742,-1.67456978,-0.15196358
12.31085441,1.30043469,-0.19799036,-0.78298500,-1.67152569,-0.15198781
12.31294881,1.29878906,-0.20148799,-0.78847451,-1.66846209,-0.15201205
12.31504320,1.29713195,-0.20497918,-0.79395589,-1.66537897,-0.15203630
12.31713760,1.29546336,-0.20846390,-0.79942908,-1.66227637,-0.15206054
12.31923199,1.29378331,-0.21194210,-0.80489400,-1.65915429,-0.15208480
12.32132639,1.29209183,-0.21541374,-0.81035061,-1.65601274,-0.15210905
12.32342078,1.29038893,-0.21887878,-0.81579882,-1.65285174,-0.15213331
12.32551518,1.28867463,-0.22233718,-0.82123859,-1.64967131,-0.15215757
12.32760957,1.28694894,-0.22578889,-0.82666985,-1.64647145,-0.15218184
12.32970397,1.28521189,-0.22923389,-0.83209253,-1.64325218,-0.15220611
12.33179836,1.28346349,-0.23267212,-0.83750657,-1.64001352,-0.15223039
12.33389276,1.28170376,-0.23610355,-0.84291191,-1.63675548,-0.15225467
12.33598715,1.27993271,-0.23952813,-0.84830848,-1.63347808,-0.15227895
12.33808155,1.27815038,-0.24294583,-0.85369623,-1.63018132,-0.15230324
12.34017594,1.27635677,-0.24635661,-0.85907509,-1.62686523,-0.15232753
12.34227034,1.27455190,-0.24976042,-0.86444500,-1.62352982,-0.15235183
12.34436473,1.27273579,-0.25315722,-0.86980589,-1.62017511,-0.15237613
12.34645913,1.27090847,-0.25654698,-0.87515772,-1.61680110,-0.15240043
12.34855352,1.26906995,-0.25992965,-0.88050040,-1.61340782,-0.15242474
12.35064792,1.26722025,-0.26330520,-0.88583389,-1.60999528,-0.15244906
12.35274231,1.26535938,-0.26667357,-0.89115813,-1.60656350,-0.15247337
12.35483671,1.26348738,-0.27003474,-0.89647304,-1.60311249,-0.15249770
12.35693110,1.26160425,-0.27338866,-0.90177857,-1.59964226,-0.15252202
12.35902550,1.25971003,-0.27673530,-0.90707467,-1.59615284,-0.15254636
12.36111989,1.25780472,-0.28007460,-0.91236126,-1.59264423,-0.15257069
12.36321429,1.25588834,-0.28340654,-0.91763829,-1.58911646,-0.15259503
12.36530868,1.25396093,-0.28673106,-0.92290570,-1.58556954,-0.15261938
12.36740308,1.25202249,-0.29004814,-0.92816342,-1.58200348,-0.15264373
12.36949747,1.25007306,-0.29335773,-0.93341141,-1.57841830,-0.15266809
12.37159187,1.24811264,-0.29665979,-0.93864959,-1.57481402,-0.15269245
12.37368626,1.24614126,-0.29995429,-0.94387791,-1.57119065,-0.15271681
12.37578066,1.24415894,-0.30324117,-0.94909631,-1.56754820,-0.15274118
12.37787506,1.24216570,-0.30652041,-0.95430473,-1.56388670,-0.15276556
12.37996945,1.24016156,-0.30979195,-0.95950311,-1.56020616,-0.15278994
12.38206385,1.23814655,-0.31305577,-0.96469139,-1.55650659,-0.15281433
12.38415824,1.23612068,-0.31631182,-0.96986951,-1.55278801,-0.15283872
12.38625264,1.23408398,-0.31956006,-0.97503741,-1.54905044,-0.15286312
12.38834703,1.23203646,-0.32280046,-0.98019503,-1.54529389,-0.15288752
12.39044143,1.22997816,-0.32603296,-0.98534232,-1.54151837,-0.15291193
12.39253582,1.22790908,-0.32925754,-0.99047921,-1.53772391,-0.15293634
12.39463022,1.22582926,-0.33247416,-0.99560564,-1.53391051,-0.15296076
12.39672461,1.22373870,-0.33568276,-1.00072156,-1.53007820,-0.15298518
12.39881901,1.22163745,-0.33888332,-1.00582691,-1.52622699,-0.15300961
12.40091340,1.21952552,-0.34207579,-1.01092163,-1.52235689,-0.15303405
12.40300780,1.21740292,-0.34526014,-1.01600566,-1.51846792,-0.15305849
12.40510219,1.21526969,-0.34843633,-1.02107894,-1.51456010,-0.15308294
12.40719659,1.21312584,-0.35160431,-1.02614141,-1.51063344,-0.15310739
12.40929098,1.21097141,-0.35476404,-1.03119302,-1.50668796,-0.15313185
12.41138538,1.20880640,-0.35791550,-1.03623370,-1.50272367,-0.15315632
12.41347977,1.20663085,-0.36105863,-1.04126340,-1.49874059,-0.15318079
12.41557417,1.20444478,-0.36419339,-1.04628206,-1.49473873,-0.15320527
12.41766856,1.20224820,-0.36731976,-1.05128961,-1.49071812,-0.15322975
12.41976296,1.20004115,-0.37043769,-1.05628601,-1.48667875,-0.15325424
12.42185735,1.19782365,-0.37354714,-1.06127119,-1.48262066,-0.15327874
12.42395175,1.19559572,-0.37664806,-1.06624509,-1.47854385,-0.15330324
12.42604614,1.19335738,-0.37974044,-1.07120766,-1.47444835,-0.15332775
12.42814054,1.19110866,-0.38282421,-1.07615883,-1.47033416,-0.15335227
12.43023493,1.18884959,-0.38589935,-1.08109856,-1.46620130,-0.15337679
12.43232933,1.18658018,-0.38896581,-1.08602677,-1.46204979,-0.15340133
12.43442372,1.18430046,-0.39202355,-1.09094341,-1.45787965,-0.15342586
12.43651812,1.18201045,-0.39507255,-1.09584842,-1.45369088,-0.15345041
12.43861251,1.17971019,-0.39811275,-1.10074175,-1.44948351,-0.15347496
12.44070691,1.17739969,-0.40114412,-1.10562334,-1.44525754,-0.15349952
12.44280130,1.17507897,-0.40416662,-1.11049311,-1.44101301,-0.15352409
12.44489570,1.17274807,-0.40718021,-1.11535103,-1.43674991,-0.15354866
12.44699009,1.17040701,-0.41018485,-1.12019703,-1.43246827,-0.15357324
12.44908449,1.16805581,-0.41318051,-1.12503104,-1.42816810,-0.15359783
12.45117888,1.16569450,-0.41616714,-1.12985301,-1.42384941,-0.15362243
12.45327328,1.16332311,-0.41914471,-1.13466289,-1.41951223,-0.15364703
12.45536767,1.16094165,-0.42211317,-1.13946061,-1.41515657,-0.15367164
12.45746207,1.15855015,-0.42507249,-1.14424612,-1.41078244,-0.15369626
12.45955646,1.15614865,-0.42802263,-1.14901934,-1.40638986,-0.15372089
12.46165086,1.15373716,-0.43096355,-1.15378024,-1.40197884,-0.15374552
12.46374525,1.15131572,-0.43389521,-1.15852874,-1.39754940,-0.15377017
12.46583965,1.14888434,-0.43681758,-1.16326479,-1.39310156,-0.15379482
12.46793404,1.14644305,-0.43973061,-1.16798833,-1.38863533,-0.15381948
12.47002844,1.14399189,-0.44263427,-1.17269929,-1.38415073,-0.15384415
12.47212283,1.14153087,-0.44552852,-1.17739763,-1.37964777,-0.15386882
12.47421723,1.13906003,-0.44841332,-1.18208328,-1.37512646,-0.15389351
12.47631162,1.13657938,-0.45128863,-1.18675618,-1.37058683,-0.15391820
12.47840602,1.13408897,-0.45415441,-1.19141626,-1.36602889,-0.15394291
12.48050042,1.13158880,-0.45701062,-1.19606349,-1.36145266,-0.15396762
12.48259481,1.12907892,-0.45985724,-1.20069778,-1.35685814,-0.15399234
12.48468921,1.12655934,-0.46269421,-1.20531908,-1.35224537,-0.15401707
12.48678360,1.12403010,-0.46552150,-1.20992734,-1.34761434,-0.15404181
12.48887800,1.12149122,-0.46833907,-1.21452249,-1.34296508,-0.15406655
12.49097239,1.11894273,-0.47114689,-1.21910448,-1.33829761,-0.15409131
12.49306679,1.11638466,-0.47394491,-1.22367323,-1.33361193,-0.15411608
12.49516118,1.11381703,-0.47673310,-1.22822870,-1.32890808,-0.15414085
12.49725558,1.11123987,-0.47951142,-1.23277083,-1.32418605,-0.15416564
12.49934997,1.10865322,-0.48227983,-1.23729954,-1.31944587,-0.15419043
12.50144437,1.10605710,-0.48503829,-1.24181479,-1.31468755,-0.15421524
12.50353876,1.10345153,-0.48778677,-1.24631651,-1.30991112,-0.15424005
12.50563316,1.10083655,-0.49052522,-1.25080464,-1.30511658,-0.15426488
12.50772755,1.09821218,-0.49325362,-1.25527912,-1.30030395,-0.15428971
12.50982195,1.09557846,-0.49597191,-1.25973990,-1.29547325,-0.15431456
12.51191634,1.09293541,-0.49868007,-1.26418690,-1.29062449,-0.15433941
12.51401074,1.09028305,-0.50137806,-1.26862007,-1.28575769,-0.15436428
12.51610513,1.08762143,-0.50406583,-1.27303936,-1.28087287,-0.15438915
12.51819953,1.08495057,-0.50674336,-1.27744468,-1.27597004,-0.15441404
12.52029392,1.08227050,-0.50941059,-1.28183600,-1.27104922,-0.15443893
12.52238832,1.07958124,-0.51206750,-1.28621324,-1.26611043,-0.15446384
12.52448271,1.07688283,-0.51471405,-1.29057635,-1.26115368,-0.15448876
12.52657711,1.07417530,-0.51735020,-1.29492526,-1.25617899,-0.15451369
12.52867150,1.07145867,-0.51997592,-1.29925991,-1.25118637,-0.15453863
12.53076590,1.06873298,-0.52259115,-1.30358024,-1.24617584,-0.15456358
12.53286029,1.06599826,-0.52519587,-1.30788619,-1.24114742,-0.15458855
12.53495469,1.06325453,-0.52779005,-1.31217770,-1.23610113,-0.15461352
12.53704908,1.06050183,-0.53037363,-1.31645471,-1.23103697,-0.15463851
12.53914348,1.05774019,-0.53294659,-1.32071715,-1.22595498,-0.15466351
12.54123787,1.05496964,-0.53550889,-1.32496496,-1.22085516,-0.15468852
12.54333227,1.05219020,-0.53806049,-1.32919809,-1.21573753,-0.15471354
12.54542666,1.04940191,-0.54060135,-1.33341646,-1.21060211,-0.15473857
12.54752106,1.04660481,-0.54313144,-1.33762002,-1.20544891,-0.15476362
12.54961545,1.04379892,-0.54565072,-1.34180871,-1.20027796,-0.15478867
12.55170985,1.04098427,-0.54815914,-1.34598246,-1.19508926,-0.15481374
12.55380424,1.03816089,-0.55065669,-1.35014121,-1.18988284,-0.15483882
12.55589864,1.03532882,-0.55314330,-1.35428489,-1.18465871,-0.15486392
12.55799303,1.03248809,-0.55561896,-1.35841346,-1.17941689,-0.15488903
12.56008743,1.02963872,-0.55808362,-1.36252684,-1.17415740,-0.15491415
12.56218182,1.02678076,-0.56053725,-1.36662496,-1.16888026,-0.15493928
12.56427622,1.02391423,-0.56297981,-1.37070778,-1.16358547,-0.15496443
12.56637061,1.02103916,-0.56541126,-1.37477522,-1.15827306,-0.15498959
12.56846501,1.01815559,-0.56783156,-1.37882722,-1.15294305,-0.15501476
12.57055940,1.01526356,-0.57024069,-1.38286372,-1.14759545,-0.15503994
12.57265380,1.01236308,-0.57263859,-1.38688466,-1.14223029,-0.15506514
12.57474819,1.00945420,-0.57502524,-1.39088997,-1.13684757,-0.15509035
12.57684259,1.00653695,-0.57740060,-1.39487959,-1.13144731,-0.15511558
12.57893698,1.00361135,-0.57976463,-1.39885346,-1.12602954,-0.15514082
12.58103138,1.00067745,-0.58211729,-1.40281151,-1.12059427,-0.15516608
12.58312578,0.99773528,-0.58445855,-1.40675368,-1.11514151,-0.15519134
12.58522017,0.99478487,-0.58678838,-1.41067991,-1.10967129,-0.15521663
12.58731457,0.99182625,-0.58910673,-1.41459012,-1.10418363,-0.15524192
12.58940896,0.98885946,-0.59141356,-1.41848427,-1.09867853,-0.15526723
12.59150336,0.98588453,-0.59370885,-1.42236228,-1.09315603,-0.15529256
12.59359775,0.98290150,-0.59599255,-1.42622409,-1.08761612,-0.15531790
12.59569215,0.97991039,-0.59826464,-1.43006963,-1.08205885,-0.15534326
12.59778654,0.97691125,-0.60052506,-1.43389885,-1.07648421,-0.15536863
12.59988094,0.97390410,-0.60277380,-1.43771167,-1.07089223,-0.15539401
12.60197533,0.97088899,-0.60501080,-1.44150804,-1.06528293,-0.15541941
12.60406973,0.96786594,-0.60723603,-1.44528788,-1.05965633,-0.15544483
12.60616412,0.96483499,-0.60944947,-1.44905114,-1.05401243,-0.15547026
12.60825852,0.96179618,-0.61165106,-1.45279775,-1.04835127,-0.15549571
12.61035291,0.95874954,-0.61384078,-1.45652764,-1.04267286,-0.15552117
12.61244731,0.95569510,-0.61601859,-1.46024075,-1.03697721,-0.15554665
12.61454170,0.95263291,-0.61818446,-1.46393701,-1.03126435,-0.15557214
12.61663610,0.94956299,-0.62033833,-1.46761636,-1.02553429,-0.15559766
12.61873049,0.94648538,-0.62248020,-1.47127874,-1.01978706,-0.15562318
12.62082489,0.94340012,-0.62461000,-1.47492407,-1.01402266,-0.15564873
12.62291928,0.94030725,-0.62672772,-1.47855229,-1.00824112,-0.15567429
12.62501368,0.93720679,-0.62883330,-1.48216335,-1.00244245,-0.15569986
12.62710807,0.93409879,-0.63092673,-1.48575716,-0.99662668,-0.15572546
12.62920247,0.93098328,-0.63300796,-1.48933366,-0.99079382,-0.15575107
12.63129686,0.92786030,-0.63507695,-1.49289280,-0.98494389,-0.15577670
12.63339126,0.92472988,-0.63713367,-1.49643450,-0.97907690,-0.15580234
12.63548565,0.92159206,-0.63917809,-1.49995869,-0.97319289,-0.15582801
12.63758005,0.91844688,-0.64121016,-1.50346532,-0.96729186,-0.15585369
12.63967444,0.91529437,-0.64322986,-1.50695430,-0.96137383,-0.15587939
12.64176884,0.91213458,-0.64523715,-1.51042559,-0.95543882,-0.15590510
12.64386323,0.90896753,-0.64723199,-1.51387910,-0.94948685,-0.15593084
12.64595763,0.90579327,-0.64921434,-1.51731478,-0.94351794,-0.15595659
12.64805202,0.90261183,-0.65118418,-1.52073255,-0.93753211,-0.15598236
12.65014642,0.89942325,-0.65314146,-1.52413236,-0.93152937,-0.15600815
12.65224081,0.89622757,-0.65508615,-1.52751412,-0.92550974,-0.15603396
12.65433521,0.89302483,-0.65701822,-1.53087778,-0.91947325,-0.15605979
12.65642960,0.88981506,-0.65893763,-1.53422326,-0.91341990,-0.15608563
12.65852400,0.88659830,-0.66084434,-1.53755051,-0.90734972,-0.15611150
12.66061839,0.88337460,-0.66273832,-1.54085944,-0.90126273,-0.15613738
12.66271279,0.88014398,-0.66461953,-1.54415000,-0.89515895,-0.15616329
12.66480718,0.87690649,-0.66648794,-1.54742212,-0.88903838,-0.15618921
12.66690158,0.87366216,-0.66834352,-1.55067572,-0.88290106,-0.15621516
12.66899597,0.87041105,-0.67018622,-1.55391073,-0.87674700,-0.15624112
12.67109037,0.86715317,-0.67201602,-1.55712710,-0.87057622,-0.15626710
12.67318476,0.86388858,-0.67383288,-1.56032475,-0.86438873,-0.15629311
12.67527916,0.86061731,-0.67563676,-1.56350361,-0.85818456,-0.15631913
12.67737355,0.85733941,-0.67742762,-1.56666362,-0.85196373,-0.15634518
12.67946795,0.85405490,-0.67920545,-1.56980469,-0.84572624,-0.15637124
12.68156234,0.85076384,-0.68097019,-1.57292678,-0.83947213,-0.15639733
12.68365674,0.84746625,-0.68272181,-1.57602980,-0.83320141,-0.15642344
12.68575114,0.84416219,-0.68446029,-1.57911368,-0.82691409,-0.15644957
12.68784553,0.84085169,-0.68618558,-1.58217836,-0.82061020,-0.15647572
12.68993993,0.83753479,-0.68789764,-1.58522376,-0.81428975,-0.15650189
12.69203432,0.83421154,-0.68959646,-1.58824982,-0.80795277,-0.15652809
12.69412872,0.83088196,-0.69128198,-1.59125647,-0.80159926,-0.15655431
12.69622311,0.82754611,-0.69295418,-1.59424363,-0.79522925,-0.15658054
12.69831751,0.82420402,-0.69461302,-1.59721124,-0.78884277,-0.15660681
12.70041190,0.82085574,-0.69625847,-1.60015922,-0.78243981,-0.15663309
12.70250630,0.81750131,-0.69789049,-1.60308750,-0.77602041,-0.15665940
12.70460069,0.81414076,-0.69950905,-1.60599601,-0.76958459,-0.15668573
12.70669509,0.81077414,-0.70111412,-1.60888468,-0.76313235,-0.15671208
12.70878948,0.80740149,-0.70270565,-1.61175344,-0.75666372,-0.15673846
12.71088388,0.80402286,-0.70428362,-1.61460222,-0.75017872,-0.15676486
12.71297827,0.80063828,-0.70584798,-1.61743094,-0.74367736,-0.15679128
12.71507267,0.79724779,-0.70739872,-1.62023953,-0.73715966,-0.15681773
12.71716706,0.79385145,-0.70893578,-1.62302792,-0.73062565,-0.15684420
12.71926146,0.79044928,-0.71045915,-1.62579604,-0.72407533,-0.15687070
12.72135585,0.78704134,-0.71196878,-1.62854382,-0.71750873,-0.15689722
12.72345025,0.78362767,-0.71346464,-1.63127118,-0.71092586,-0.15692377
12.72554464,0.78020831,-0.71494669,-1.63397804,-0.70432675,-0.15695034
12.72763904,0.77678329,-0.71641491,-1.63666434,-0.69771141,-0.15697694
12.72973343,0.77335268,-0.71786925,-1.63933001,-0.69107985,-0.15700356
12.73182783,0.76991650,-0.71930969,-1.64197496,-0.68443210,-0.15703021
12.73392222,0.76647480,-0.72073619,-1.64459912,-0.67776818,-0.15705688
12.73601662,0.76302763,-0.72214871,-1.64720243,-0.67108809,-0.15708358
12.73811101,0.75957503,-0.72354723,-1.64978480,-0.66439186,-0.15711030
12.74020541,0.75611704,-0.72493171,-1.65234616,-0.65767951,-0.15713705
12.74229980,0.75265372,-0.72630211,-1.65488643,-0.65095106,-0.15716383
12.74439420,0.74918509,-0.72765840,-1.65740555,-0.64420651,-0.15719064
12.74648859,0.74571121,-0.72900055,-1.65990343,-0.63744589,-0.15721747
12.74858299,0.74223212,-0.73032852,-1.66238000,-0.63066922,-0.15724433
12.75067738,0.73874786,-0.73164228,-1.66483519,-0.62387652,-0.15727122
12.75277178,0.73525848,-0.73294180,-1.66726891,-0.61706779,-0.15729813
12.75486617,0.73176404,-0.73422704,-1.66968109,-0.61024306,-0.15732508
12.75696057,0.72826456,-0.73549798,-1.67207166,-0.60340234,-0.15735205
12.75905496,0.72476009,-0.73675456,-1.67444054,-0.59654566,-0.15737905
12.76114936,0.72125069,-0.73799678,-1.67678764,-0.58967302,-0.15740608
12.76324375,0.71773640,-0.73922458,-1.67911290,-0.58278445,-0.15743314
12.76533815,0.71421725,-0.74043793,-1.68141624,-0.57587996,-0.15746022
12.76743254,0.71069331,-0.74163681,-1.68369757,-0.56895957,-0.15748734
12.76952694,0.70716461,-0.74282118,-1.68595682,-0.56202330,-0.15751449
12.77162133,0.70363121,-0.74399100,-1.68819391,-0.55507115,-0.15754166
12.77371573,0.70009314,-0.74514625,-1.69040876,-0.54810316,-0.15756887
12.77581012,0.69655045,-0.74628689,-1.69260130,-0.54111933,-0.15759610
12.77790452,0.69300320,-0.74741288,-1.69477144,-0.53411968,-0.15762337
12.77999891,0.68945143,-0.74852420,-1.69691910,-0.52710422,-0.15765067
12.78209331,0.68589518,-0.74962081,-1.69904421,-0.52007298,-0.15767800
12.78418771,0.68233450,-0.75070267,-1.70114667,-0.51302597,-0.15770536
12.78628210,0.67876945,-0.75176976,-1.70322643,-0.50596320,-0.15773275
12.78837650,0.67520006,-0.75282204,-1.70528338,-0.49888470,-0.15776018
12.79047089,0.67162639,-0.75385948,-1.70731745,-0.49179047,-0.15778764
12.79256529,0.66804848,-0.75488204,-1.70932856,-0.48468053,-0.15781512
12.79465968,0.66446639,-0.75588970,-1.71131663,-0.47755489,-0.15784265
12.79675408,0.66088015,-0.75688242,-1.71328157,-0.47041358,-0.15787020
12.79884847,0.65728983,-0.75786016,-1.71522331,-0.46325661,-0.15789779
12.80094287,0.65369546,-0.75882290,-1.71714175,-0.45608399,-0.15792541
12.80303726,0.65009709,-0.75977059,-1.71903682,-0.44889574,-0.15795307
12.80513166,0.64649479,-0.76070322,-1.72090843,-0.44169187,-0.15798076
12.80722605,0.64288859,-0.76162075,-1.72275649,-0.43447239,-0.15800848
12.80932045,0.63927854,-0.76252313,-1.72458093,-0.42723733,-0.15803624
12.81141484,0.63566469,-0.76341035,-1.72638166,-0.41998669,-0.15806404
12.81350924,0.63204710,-0.76428236,-1.72815860,-0.41272050,-0.15809187
12.81560363,0.62842582,-0.76513914,-1.72991164,-0.40543876,-0.15811973
12.81769803,0.62480088,-0.76598066,-1.73164073,-0.39814148,-0.15814763
12.81979242,0.62117235,-0.76680687,-1.73334575,-0.39082869,-0.15817557
12.82188682,0.61754028,-0.76761775,-1.73502664,-0.38350039,-0.15820355
12.82398121,0.61390471,-0.76841327,-1.73668329,-0.37615661,-0.15823156
12.82607561,0.61026569,-0.76919339,-1.73831563,-0.36879735,-0.15825960
12.82817000,0.60662328,-0.76995808,-1.73992357,-0.36142262,-0.15828769
12.83026440,0.60297753,-0.77070731,-1.74150701,-0.35403244,-0.15831581
12.83235879,0.59932849,-0.77144105,-1.74306587,-0.34662682,-0.15834397
12.83445319,0.59567621,-0.77215925,-1.74460006,-0.33920578,-0.15837217
12.83654758,0.59202074,-0.77286190,-1.74610949,-0.33176933,-0.15840041
12.83864198,0.58836214,-0.77354896,-1.74759407,-0.32431748,-0.15842869
12.84073637,0.58470046,-0.77422040,-1.74905370,-0.31685024,-0.15845701
12.84283077,0.58103574,-0.77487618,-1.75048830,-0.30936762,-0.15848536
12.84492516,0.57736804,-0.77551627,-1.75189778,-0.30186964,-0.15851376
12.84701956,0.57369742,-0.77614064,-1.75328204,-0.29435630,-0.15854220
12.84911395,0.57002393,-0.77674927,-1.75464099,-0.28682763,-0.15857067
12.85120835,0.56634762,-0.77734210,-1.75597454,-0.27928363,-0.15859919
12.85330274,0.56266854,-0.77791912,-1.75728259,-0.27172430,-0.15862775
12.85539714,0.55898674,-0.77848030,-1.75856505,-0.26414968,-0.15865635
12.85749153,0.55530229,-0.77902559,-1.75982183,-0.25655975,-0.15868500
12.85958593,0.55161524,-0.77955497,-1.76105282,-0.24895454,-0.15871368
12.86168032,0.54792563,-0.78006840,-1.76225794,-0.24133405,-0.15874241
12.86377472,0.54423353,-0.78056586,-1.76343708,-0.23369830,-0.15877119
12.86586911,0.54053898,-0.78104731,-1.76459016,-0.22604729,-0.15880000
12.86796351,0.53684204,-0.78151273,-1.76571707,-0.21838103,-0.15882886
12.87005790,0.53314278,-0.78196206,-1.76681771,-0.21069954,-0.15885777
12.87215230,0.52944123,-0.78239530,-1.76789199,-0.20300282,-0.15888671
12.87424669,0.52573747,-0.78281240,-1.76893980,-0.19529088,-0.15891571
12.87634109,0.52203153,-0.78321333,-1.76996105,-0.18756373,-0.15894475
12.87843548,0.51832349,-0.78359806,-1.77095564,-0.17982138,-0.15897383
12.88052988,0.51461339,-0.78396656,-1.77192346,-0.17206384,-0.15900297
12.88262427,0.51090129,-0.78431880,-1.77286442,-0.16429111,-0.15903214
12.88471867,0.50718725,-0.78465474,-1.77377840,-0.15650320,-0.15906137
12.88681307,0.50347132,-0.78497436,-1.77466532,-0.14870012,-0.15909064
12.88890746,0.49975356,-0.78527761,-1.77552506,-0.14088188,-0.15911996
12.89100186,0.49603403,-0.78556448,-1.77635752,-0.13304848,-0.15914933
12.89309625,0.49231279,-0.78583492,-1.77716259,-0.12519994,-0.15917875
12.89519065,0.48858989,-0.78608891,-1.77794017,-0.11733625,-0.15920822
12.89728504,0.48486539,-0.78632642,-1.77869015,-0.10945742,-0.15923773
12.89937944,0.48113935,-0.78654741,-1.77941243,-0.10156347,-0.15926730
12.90147383,0.47741182,-0.78675184,-1.78010690,-0.09365438,-0.15929692
12.90356823,0.47368287,-0.78693970,-1.78077344,-0.08573018,-0.15932659
12.90566262,0.46995255,-0.78711095,-1.78141195,-0.07779086,-0.15935631
12.90775702,0.46622093,-0.78726555,-1.78202233,-0.06983643,-0.15938608
12.90985141,0.46248805,-0.78740348,-1.78260444,-0.06186689,-0.15941590
12.91194581,0.45875399,-0.78752470,-1.78315820,-0.05388225,-0.15944578
12.91404020,0.45501879,-0.78762918,-1.78368347,-0.04588252,-0.15947571
12.91613460,0.45128253,-0.78771689,-1.78418016,-0.03786768,-0.15950569
12.91822899,0.44754526,-0.78778780,-1.78464814,-0.02983776,-0.15953573
12.92032339,0.44380703,-0.78784187,-1.78508730,-0.02179274,-0.15956582
12.92241778,0.44006792,-0.78787908,-1.78549753,-0.01373264,-0.15959596
12.92451218,0.43632797,-0.78789939,-1.78587870,-0.00565745,-0.15962617
12.92660657,0.43258726,-0.78790278,-1.78623070,0.00243282,-0.15965642
12.92870097,0.42884585,-0.78788920,-1.78655341,0.01053818,-0.15968674
12.93079536,0.42510378,-0.78785863,-1.78684671,0.01865862,-0.15971711
12.93288976,0.42136114,-0.78781104,-1.78711048,0.02679413,-0.15974754
12.93498415,0.41761797,-0.78774640,-1.78734460,0.03494473,-0.15977803
12.93707855,0.41387435,-0.78766467,-1.78754894,0.04311041,-0.15980858
12.93917294,0.41013032,-0.78756582,-1.78772339,0.05129117,-0.15983918
12.94126734,0.40638596,-0.78744982,-1.78786781,0.05948702,-0.15986985
12.94336173,0.40264134,-0.78731664,-1.78798208,0.06769794,-0.15990057
12.94545613,0.39889650,-0.78716625,-1.78806608,0.07592395,-0.15993136
12.94755052,0.39515152,-0.78699861,-1.78811968,0.08416505,-0.15996221
12.94964492,0.39140646,-0.78681370,-1.78814275,0.09242125,-0.15999312
12.95173931,0.38766138,-0.78661148,-1.78813515,0.10069253,-0.16002409
12.95383371,0.38391636,-0.78639192,-1.78809677,0.10897891,-0.16005512
12.95592810,0.38017144,-0.78615499,-1.78802746,0.11728039,-0.16008622
12.95802250,0.37642670,-0.78590065,-1.78792709,0.12559697,-0.16011738
12.96011689,0.37268221,-0.78562889,-1.78779553,0.13392867,-0.16014861
12.96221129,0.36893802,-0.78533966,-1.78763264,0.14227547,-0.16017991
12.96430568,0.36519421,-0.78503293,-1.78743828,0.15063740,-0.16021126
12.96640008,0.36145083,-0.78470867,-1.78721233,0.15901446,-0.16024269
12.96849447,0.35770797,-0.78436685,-1.78695463,0.16740664,-0.16027418
12.97058887,0.35396567,-0.78400744,-1.78666505,0.17581397,-0.16030574
12.97268326,0.35022402,-0.78363040,-1.78634344,0.18423644,-0.16033737
12.97477766,0.34648308,-0.78323571,-1.78598967,0.19267407,-0.16036907
12.97687205,0.34274290,-0.78282333,-1.78560358,0.20112686,-0.16040084
12.97896645,0.33900358,-0.78239323,-1.78518503,0.20959483,-0.16043268
12.98106084,0.33526516,-0.78194538,-1.78473388,0.21807797,-0.16046459
12.98315524,0.33152772,-0.78147975,-1.78424997,0.22657631,-0.16049657
12.98524963,0.32779133,-0.78099630,-1.78373316,0.23508985,-0.16052862
12.98734403,0.32405605,-0.78049501,-1.78318329,0.24361861,-0.16056075
12.98943843,0.32032197,-0.77997584,-1.78260021,0.25216259,-0.16059295
12.99153282,0.31658913,-0.77943875,-1.78198376,0.26072180,-0.16062523
12.99362722,0.31285763,-0.77888373,-1.78133380,0.26929627,-0.16065758
12.99572161,0.30912752,-0.77831073,-1.78065015,0.27788600,-0.16069001
12.99781601,0.30539888,-0.77771972,-1.77993267,0.28649100,-0.16072251
