      t(s)    theta1(rad)    theta2(rad)             P1             P2
  0.000000       1.047198      -0.523599       0.000000       0.000000
  0.010000       1.046349      -0.523109      -0.169741       0.049000
  0.020000       1.044653      -0.522128      -0.339059       0.097860
  0.030000       1.042111      -0.520652      -0.507872       0.146540
  0.040000       1.038722      -0.518675      -0.676097       0.194996
  0.050000       1.034487      -0.516186      -0.843649       0.243188
  0.060000       1.029405      -0.513174      -1.010443       0.291071
  0.070000       1.023473      -0.509620      -1.176393       0.338602
  0.080000       1.016688      -0.505507      -1.341408       0.385733
  0.090000       1.009047      -0.500812      -1.505398       0.432418
  0.100000       1.000544      -0.495508      -1.668267       0.478607
  0.110000       0.991173      -0.489565      -1.829916       0.524247
  0.120000       0.980924      -0.482951      -1.990244       0.569282
  0.130000       0.969787      -0.475626      -2.149141       0.613654
  0.140000       0.957750      -0.467548      -2.306497       0.657301
  0.150000       0.944795      -0.458668      -2.462192       0.700154
  0.160000       0.930904      -0.448933      -2.616102       0.742144
  0.170000       0.916053      -0.438282      -2.768093       0.783192
  0.180000       0.900213      -0.426648      -2.918025       0.823215
  0.190000       0.883352      -0.413954      -3.065747       0.862123
  0.200000       0.865427      -0.400115      -3.211098       0.899818
  0.210000       0.846391      -0.385032      -3.353905       0.936192
  0.220000       0.826185      -0.368594      -3.493980       0.971127
  0.230000       0.804739      -0.350674      -3.631121       1.004495
  0.240000       0.781969      -0.331124      -3.765106       1.036152
  0.250000       0.757773      -0.309772      -3.895693       1.065940
  0.260000       0.732029      -0.286420      -4.022613       1.093682
  0.270000       0.704588      -0.260830      -4.145571       1.119182
  0.280000       0.675269      -0.232723      -4.264233       1.142216
  0.290000       0.643854      -0.201767      -4.378225       1.162533
  0.300000       0.610076      -0.167565      -4.487124       1.179847
  0.310000       0.573613      -0.129644      -4.590444       1.193832
  0.320000       0.534084      -0.087453      -4.687626       1.204114
  0.330000       0.491054      -0.040367      -4.778026       1.210265
  0.340000       0.444066       0.012259      -4.860894       1.211800
  0.350000       0.392731       0.070964      -4.935377       1.208175
  0.360000       0.336933       0.135886      -5.000518       1.198810
  0.370000       0.277170       0.206277      -5.055313       1.183136
  0.380000       0.214916       0.279981      -5.098835       1.160698
  0.390000       0.152586       0.353492      -5.130437       1.131295
  0.400000       0.092739       0.423086      -5.149968       1.095108
  0.410000       0.037061       0.486280      -5.157818       1.052681
  0.420000      -0.013922       0.542254      -5.154765       1.004776
  0.430000      -0.060456       0.591296      -5.141727       0.952192
  0.440000      -0.103087       0.634145      -5.119601       0.895659
  0.450000      -0.142401       0.671608      -5.089193       0.835804
  0.460000      -0.178918       0.704412      -5.051198       0.773152
  0.470000      -0.213073       0.733168      -5.006214       0.708142
  0.480000      -0.245217       0.758375      -4.954755       0.641142
  0.490000      -0.275631       0.780440      -4.897263       0.572461
  0.500000      -0.304541       0.799696      -4.834126       0.502364
  0.510000      -0.332130       0.816417      -4.765686       0.431079
  0.520000      -0.358545       0.830830      -4.692248       0.358804
  0.530000      -0.383904       0.843127      -4.614085       0.285715
  0.540000      -0.408304       0.853470      -4.531446       0.211964
  0.550000      -0.431824       0.862000      -4.444561       0.137691
  0.560000      -0.454527       0.868838      -4.353640       0.063019
  0.570000      -0.476465       0.874092      -4.258881      -0.011938
  0.580000      -0.497678       0.877855      -4.160470      -0.087076
  0.590000      -0.518200       0.880214      -4.058581      -0.162300
  0.600000      -0.538055       0.881245      -3.953382      -0.237522
  0.610000      -0.557263       0.881017      -3.845031      -0.312657
  0.620000      -0.575838       0.879595      -3.733684      -0.387627
  0.630000      -0.593788       0.877037      -3.619487      -0.462359
  0.640000      -0.611119       0.873399      -3.502585      -0.536781
  0.650000      -0.627834       0.868731      -3.383118      -0.610826
  0.660000      -0.643931       0.863081      -3.261223      -0.684429
  0.670000      -0.659406       0.856492      -3.137033      -0.757525
  0.680000      -0.674254       0.849006      -3.010680      -0.830054
  0.690000      -0.688467       0.840662      -2.882293      -0.901955
  0.700000      -0.702036       0.831496      -2.751999      -0.973169
  0.710000      -0.714950       0.821540      -2.619924      -1.043639
  0.720000      -0.727197       0.810827      -2.486190      -1.113307
  0.730000      -0.738765       0.799385      -2.350921      -1.182116
  0.740000      -0.749638       0.787240      -2.214238      -1.250011
  0.750000      -0.759801       0.774415      -2.076260      -1.316935
  0.760000      -0.769240       0.760932      -1.937107      -1.382832
  0.770000      -0.777938       0.746809      -1.796897      -1.447647
  0.780000      -0.785877       0.732061      -1.655748      -1.511323
  0.790000      -0.793041       0.716702      -1.513777      -1.573804
  0.800000      -0.799409       0.700740      -1.371102      -1.635033
  0.810000      -0.804964       0.684182      -1.227839      -1.694952
  0.820000      -0.809685       0.667032      -1.084105      -1.753502
  0.830000      -0.813552       0.649289      -0.940019      -1.810623
  0.840000      -0.816542       0.630949      -0.795700      -1.866255
  0.850000      -0.818633       0.612003      -0.651267      -1.920334
  0.860000      -0.819801       0.592438      -0.506843      -1.972795
  0.870000      -0.820019       0.572237      -0.362551      -2.023571
  0.880000      -0.819259       0.551376      -0.218519      -2.072592
  0.890000      -0.817491       0.529827      -0.074876      -2.119785
  0.900000      -0.814682       0.507553       0.068242      -2.165073
  0.910000      -0.810794       0.484513       0.210697      -2.208375
  0.920000      -0.805788       0.460655       0.352343      -2.249604
  0.930000      -0.799616       0.435919       0.493028      -2.288670
  0.940000      -0.792228       0.410233       0.632592      -2.325472
  0.950000      -0.783563       0.383515       0.770863      -2.359906
  0.960000      -0.773555       0.355664       0.907659      -2.391856
  0.970000      -0.762123       0.326567       1.042786      -2.421197
  0.980000      -0.749177       0.296086       1.176030      -2.447792
  0.990000      -0.734608       0.264063       1.307161      -2.471491
  1.000000      -0.718291       0.230307       1.435925      -2.492127
  1.010000      -0.700073       0.194594       1.562040      -2.509514
  1.020000      -0.679778       0.156659       1.685194      -2.523445
  1.030000      -0.657192       0.116188       1.805033      -2.533688
  1.040000      -0.632067       0.072809       1.921159      -2.539981
  1.050000      -0.604110       0.026095       2.033116      -2.542030
  1.060000      -0.572995      -0.024438       2.140384      -2.539503
  1.070000      -0.538379      -0.079296       2.242365      -2.532029
  1.080000      -0.499956      -0.138932       2.338378      -2.519202
  1.090000      -0.457574      -0.203588       2.427661      -2.500592
  1.100000      -0.411430      -0.273010       2.509393      -2.475777
  1.110000      -0.362327      -0.346087       2.582759      -2.444402
  1.120000      -0.311810      -0.420660       2.647066      -2.406269
  1.130000      -0.261905      -0.493884       2.701901      -2.361437
  1.140000      -0.214457      -0.563164       2.747246      -2.310257
  1.150000      -0.170569      -0.626944       2.783463      -2.253318
  1.160000      -0.130558      -0.684773       2.811166      -2.191318
  1.170000      -0.094238      -0.736906       2.831060      -2.124950
  1.180000      -0.061213      -0.783891       2.843841      -2.054844
  1.190000      -0.031046      -0.826333       2.850144      -1.981543
  1.200000      -0.003332      -0.864790       2.850528      -1.905506
  1.210000       0.022278      -0.899742       2.845480      -1.827121
  1.220000       0.046077      -0.931588       2.835422      -1.746716
  1.230000       0.068305      -0.960658       2.820724      -1.664571
  1.240000       0.089163      -0.987225       2.801705      -1.580924
  1.250000       0.108819      -1.011511       2.778649      -1.495981
  1.260000       0.127409      -1.033704       2.751805      -1.409921
  1.270000       0.145050      -1.053960       2.721397      -1.322899
  1.280000       0.161840      -1.072410       2.687624      -1.235054
  1.290000       0.177859      -1.089165       2.650666      -1.146505
  1.300000       0.193180      -1.104321       2.610688      -1.057360
  1.310000       0.207860      -1.117961       2.567838      -0.967716
  1.320000       0.221950      -1.130155       2.522255      -0.877658
  1.330000       0.235493      -1.140965       2.474065      -0.787264
  1.340000       0.248525      -1.150448       2.423385      -0.696604
  1.350000       0.261078      -1.158652       2.370328      -0.605742
  1.360000       0.273177      -1.165620       2.314995      -0.514736
  1.370000       0.284845      -1.171392       2.257486      -0.423642
  1.380000       0.296098      -1.176004       2.197893      -0.332508
  1.390000       0.306951      -1.179487       2.136306      -0.241381
  1.400000       0.317415      -1.181872       2.072812      -0.150306
  1.410000       0.327500      -1.183185       2.007492      -0.059324
  1.420000       0.337210      -1.183454       1.940429       0.031524
  1.430000       0.346550      -1.182700       1.871700       0.122201
  1.440000       0.355520      -1.180945       1.801384       0.212668
  1.450000       0.364121      -1.178212       1.729558       0.302890
  1.460000       0.372350      -1.174518       1.656298       0.392828
  1.470000       0.380203      -1.169881       1.581680       0.482448
  1.480000       0.387674      -1.164319       1.505779       0.571712
  1.490000       0.394757      -1.157846       1.428672       0.660584
  1.500000       0.401442      -1.150477       1.350437       0.749025
  1.510000       0.407720      -1.142226       1.271150       0.836996
  1.520000       0.413579      -1.133104       1.190890       0.924459
  1.530000       0.419007      -1.123121       1.109738       1.011372
  1.540000       0.423991      -1.112287       1.027775       1.097692
  1.550000       0.428515      -1.100609       0.945085       1.183375
  1.560000       0.432563      -1.088094       0.861753       1.268373
  1.570000       0.436118      -1.074746       0.777866       1.352639
  1.580000       0.439161      -1.060567       0.693515       1.436122
  1.590000       0.441672      -1.045557       0.608793       1.518768
  1.600000       0.443630      -1.029716       0.523795       1.600520
  1.610000       0.445011      -1.013037       0.438620       1.681320
  1.620000       0.445792      -0.995514       0.353371       1.761105
  1.630000       0.445947      -0.977135       0.268155       1.839809
  1.640000       0.445446      -0.957888       0.183081       1.917361
  1.650000       0.444259      -0.937753       0.098266       1.993688
  1.660000       0.442353      -0.916709       0.013831       2.068711
  1.670000       0.439693      -0.894726      -0.070098       2.142347
  1.680000       0.436238      -0.871772      -0.153387       2.214506
  1.690000       0.431946      -0.847806      -0.235897       2.285093
  1.700000       0.426768      -0.822780      -0.317478       2.354006
  1.710000       0.420651      -0.796637      -0.397974       2.421136
  1.720000       0.413534      -0.769310      -0.477215       2.486365
  1.730000       0.405351      -0.740719      -0.555023       2.549565
  1.740000       0.396025      -0.710770      -0.631204       2.610598
  1.750000       0.385467      -0.679351      -0.705549       2.669314
  1.760000       0.373576      -0.646333      -0.777833       2.725547
  1.770000       0.360236      -0.611559      -0.847807       2.779118
  1.780000       0.345310      -0.574845      -0.915200       2.829826
  1.790000       0.328639      -0.535973      -0.979713       2.877449
  1.800000       0.310037      -0.494684      -1.041014       2.921741
  1.810000       0.289287      -0.450674      -1.098731       2.962423
  1.820000       0.266138      -0.403586      -1.152446       2.999185
  1.830000       0.240307      -0.353019      -1.201690       3.031673
  1.840000       0.211490      -0.298532      -1.245935       3.059491
  1.850000       0.179395      -0.239699      -1.284587       3.082196
  1.860000       0.143807      -0.176199      -1.316991       3.099297
  1.870000       0.104726      -0.107999      -1.342446       3.110277
  1.880000       0.062559      -0.035636      -1.360250       3.114620
  1.890000       0.018318       0.039511      -1.369783       3.111882
  1.900000      -0.026380       0.115216      -1.370634       3.101787
  1.910000      -0.069679       0.188926      -1.362723       3.084318
  1.920000      -0.110080       0.258581      -1.346351       3.059744
  1.930000      -0.146786       0.323106      -1.322126       3.028565
  1.940000      -0.179632       0.382306      -1.290815       2.991392
  1.950000      -0.208828       0.436501      -1.253215       2.948849
  1.960000      -0.234737       0.486215      -1.210075       2.901520
  1.970000      -0.257742       0.531995      -1.162068       2.849923
  1.980000      -0.278197       0.574341      -1.109784       2.794512
  1.990000      -0.296411       0.613684      -1.053738       2.735682
  2.000000      -0.312644       0.650383      -0.994381       2.673774
  2.010000      -0.327113       0.684736      -0.932107       2.609088
  2.020000      -0.340001       0.716990      -0.867266       2.541888
  2.030000      -0.351462       0.747347      -0.800168       2.472407
  2.040000      -0.361626       0.775977      -0.731091       2.400852
  2.050000      -0.370603       0.803019      -0.660285       2.327409
  2.060000      -0.378489       0.828592      -0.587977       2.252248
  2.070000      -0.385366       0.852793      -0.514376       2.175519
  2.080000      -0.391305       0.875707      -0.439671       2.097362
  2.090000      -0.396370       0.897401      -0.364039       2.017904
  2.100000      -0.400616       0.917935      -0.287640       1.937261
  2.110000      -0.404093       0.937358      -0.210628       1.855540
  2.120000      -0.406845       0.955712      -0.133142       1.772841
  2.130000      -0.408912       0.973032      -0.055316       1.689257
  2.140000      -0.410330       0.989347       0.022726       1.604872
  2.150000      -0.411131       1.004681       0.100868       1.519767
  2.160000      -0.411345       1.019054       0.178996       1.434016
  2.170000      -0.411000       1.032482       0.257008       1.347690
  2.180000      -0.410119       1.044979       0.334801       1.260854
  2.190000      -0.408726       1.056554       0.412280       1.173571
  2.200000      -0.406841       1.067214       0.489354       1.085899
  2.210000      -0.404482       1.076966       0.565934       0.997893
  2.220000      -0.401667       1.085810       0.641937       0.909605
  2.230000      -0.398411       1.093750       0.717280       0.821087
  2.240000      -0.394728       1.100785       0.791884       0.732387
  2.250000      -0.390630       1.106912       0.865673       0.643549
  2.260000      -0.386128       1.112129       0.938573       0.554618
  2.270000      -0.381231       1.116430       1.010510       0.465638
  2.280000      -0.375947       1.119811       1.081414       0.376650
  2.290000      -0.370283       1.122263       1.151213       0.287694
  2.300000      -0.364243       1.123779       1.219839       0.198813
  2.310000      -0.357831       1.124349       1.287223       0.110045
  2.320000      -0.351047       1.123963       1.353296       0.021430
  2.330000      -0.343893       1.122609       1.417990      -0.066991
  2.340000      -0.336365       1.120274       1.481237      -0.155178
  2.350000      -0.328460       1.116942       1.542965      -0.243089
  2.360000      -0.320173       1.112599       1.603106      -0.330682
  2.370000      -0.311496       1.107226       1.661587      -0.417912
  2.380000      -0.302417       1.100803       1.718335      -0.504734
  2.390000      -0.292926       1.093309       1.773273      -0.591098
  2.400000      -0.283006       1.084719       1.826322      -0.676955
  2.410000      -0.272640       1.075006       1.877401      -0.762250
  2.420000      -0.261805       1.064139       1.926424      -0.846926
  2.430000      -0.250478       1.052084       1.973301      -0.930920
  2.440000      -0.238628       1.038802       2.017936      -1.014167
  2.450000      -0.226222       1.024249       2.060229      -1.096595
  2.460000      -0.213223       1.008374       2.100071      -1.178126
  2.470000      -0.199585       0.991121       2.137346      -1.258674
  2.480000      -0.185257       0.972424       2.171931      -1.338147
  2.490000      -0.170180       0.952207       2.203690      -1.416444
  2.500000      -0.154287       0.930382       2.232477      -1.493451
  2.510000      -0.137498       0.906848       2.258133      -1.569046
  2.520000      -0.119724       0.881486       2.280481      -1.643089
  2.530000      -0.100859       0.854158       2.299330      -1.715428
  2.540000      -0.080779       0.824701       2.314466      -1.785891
  2.550000      -0.059343       0.792926       2.325653      -1.854285
  2.560000      -0.036385       0.758609       2.332626      -1.920392
  2.570000      -0.011714       0.721492       2.335091      -1.983967
  2.580000       0.014890       0.681277       2.332716      -2.044729
  2.590000       0.043670       0.637631       2.325132      -2.102358
  2.600000       0.074885       0.590198       2.311926      -2.156492
  2.610000       0.108781       0.538636       2.292638      -2.206719
  2.620000       0.145541       0.482695       2.266774      -2.252576
  2.630000       0.185185       0.422347       2.233815      -2.293559
  2.640000       0.227425       0.357997       2.193258      -2.329142
  2.650000       0.271512       0.290697       2.144679      -2.358823
  2.660000       0.316192       0.222204       2.087825      -2.382194
  2.670000       0.359918       0.154681       2.022703      -2.399027
  2.680000       0.401284       0.090090       1.949627      -2.409328
  2.690000       0.439378       0.029692       1.869170      -2.413326
  2.700000       0.473848      -0.026040       1.782058      -2.411408
  2.710000       0.504740      -0.077192       1.689056      -2.404034
  2.720000       0.532302      -0.124134       1.590897      -2.391669
  2.730000       0.556853      -0.167330       1.488241      -2.374751
  2.740000       0.578707      -0.207236       1.381676      -2.353680
  2.750000       0.598150      -0.244265       1.271712      -2.328809
  2.760000       0.615429      -0.278771       1.158798      -2.300450
  2.770000       0.630752      -0.311055       1.043328      -2.268882
  2.780000       0.644298      -0.341368       0.925649      -2.234350
  2.790000       0.656212      -0.369919       0.806073      -2.197074
  2.800000       0.666623      -0.396886       0.684878      -2.157249
  2.810000       0.675636      -0.422414       0.562314      -2.115052
  2.820000       0.683342      -0.446630       0.438612      -2.070646
  2.830000       0.689820      -0.469636       0.313983      -2.024176
  2.840000       0.695138      -0.491520       0.188621      -1.975776
  2.850000       0.699356      -0.512356       0.062708      -1.925572
  2.860000       0.702526      -0.532207      -0.063588      -1.873678
  2.870000       0.704694      -0.551124      -0.190106      -1.820202
  2.880000       0.705903      -0.569151      -0.316694      -1.765244
  2.890000       0.706190      -0.586324      -0.443211      -1.708900
  2.900000       0.705587      -0.602671      -0.569516      -1.651258
  2.910000       0.704127      -0.618216      -0.695479      -1.592405
  2.920000       0.701837      -0.632977      -0.820973      -1.532421
  2.930000       0.698743      -0.646967      -0.945873      -1.471385
  2.940000       0.694869      -0.660196      -1.070059      -1.409371
  2.950000       0.690237      -0.672669      -1.193415      -1.346451
  2.960000       0.684868      -0.684388      -1.315825      -1.282697
  2.970000       0.678779      -0.695351      -1.437178      -1.218176
  2.980000       0.671989      -0.705554      -1.557360      -1.152955
  2.990000       0.664514      -0.714989      -1.676264      -1.087101
  3.000000       0.656368      -0.723647      -1.793780      -1.020677
  3.010000       0.647565      -0.731515      -1.909800      -0.953748
  3.020000       0.638117      -0.738579      -2.024217      -0.886376
  3.030000       0.628034      -0.744820      -2.136923      -0.818626
  3.040000       0.617326      -0.750220      -2.247810      -0.750561
  3.050000       0.606000      -0.754756      -2.356770      -0.682243
  3.060000       0.594062      -0.758405      -2.463695      -0.613738
  3.070000       0.581515      -0.761138      -2.568475      -0.545109
  3.080000       0.568363      -0.762928      -2.670999      -0.476424
  3.090000       0.554604      -0.763741      -2.771155      -0.407749
  3.100000       0.540235      -0.763544      -2.868827      -0.339154
  3.110000       0.525251      -0.762297      -2.963900      -0.270710
  3.120000       0.509643      -0.759960      -3.056252      -0.202491
  3.130000       0.493399      -0.756487      -3.145761      -0.134575
  3.140000       0.476503      -0.751828      -3.232300      -0.067042
  3.150000       0.458933      -0.745928      -3.315735       0.000024
  3.160000       0.440665      -0.738726      -3.395930       0.066532
  3.170000       0.421666      -0.730154      -3.472740       0.132387
  3.180000       0.401899      -0.720137      -3.546014       0.197487
  3.190000       0.381316      -0.708590      -3.615591       0.261721
  3.200000       0.359863      -0.695417      -3.681299       0.324973
  3.210000       0.337473      -0.680508      -3.742957       0.387112
  3.220000       0.314069      -0.663738      -3.800368       0.447998
  3.230000       0.289556      -0.644965      -3.853317       0.507477
  3.240000       0.263826      -0.624023      -3.901574       0.565376
  3.250000       0.236749      -0.600719      -3.944883       0.621508
  3.260000       0.208171      -0.574834      -3.982964       0.675658
  3.270000       0.177915      -0.546113      -4.015505       0.727589
  3.280000       0.145774      -0.514265      -4.042162       0.777032
  3.290000       0.111520      -0.478968      -4.062548       0.823683
  3.300000       0.074905      -0.439881      -4.076236       0.867200
  3.310000       0.035687      -0.396674      -4.082751       0.907198
  3.320000      -0.006318      -0.349102      -4.081579       0.943246
  3.330000      -0.051156      -0.297124      -4.072177       0.974881
  3.340000      -0.098598      -0.241093      -4.054011       1.001622
  3.350000      -0.147994      -0.181967      -4.026609       1.023018
  3.360000      -0.198214      -0.121390      -3.989654       1.038707
  3.370000      -0.247807      -0.061458      -3.943079       1.048496
  3.380000      -0.295387      -0.004178      -3.887118       1.052418
  3.390000      -0.339997       0.049062      -3.822287       1.050723
  3.400000      -0.381217       0.097639      -3.749279       1.043815
  3.410000      -0.419037       0.141527      -3.668859       1.032174
  3.420000      -0.453672       0.181024      -3.581772       1.016286
  3.430000      -0.485422       0.216557      -3.488708       0.996610
  3.440000      -0.514595       0.248568      -3.390280       0.973560
  3.450000      -0.541471       0.277465      -3.287032       0.947503
  3.460000      -0.566296       0.303609      -3.179440       0.918764
  3.470000      -0.589277       0.327305      -3.067925       0.887628
  3.480000      -0.610586       0.348816      -2.952861       0.854347
  3.490000      -0.630369       0.368363      -2.834579       0.819143
  3.500000      -0.648747       0.386134      -2.713379       0.782216
  3.510000      -0.665819       0.402289      -2.589531       0.743744
  3.520000      -0.681671       0.416965      -2.463282       0.703887
  3.530000      -0.696373       0.430280      -2.334858       0.662790
  3.540000      -0.709985       0.442334      -2.204466       0.620586
  3.550000      -0.722558       0.453218      -2.072300       0.577396
  3.560000      -0.734134       0.463006      -1.938539       0.533331
  3.570000      -0.744749       0.471766      -1.803353       0.488494
  3.580000      -0.754435       0.479555      -1.666900       0.442980
  3.590000      -0.763217       0.486426      -1.529330       0.396878
  3.600000      -0.771117       0.492423      -1.390787       0.350272
  3.610000      -0.778155       0.497584      -1.251406       0.303241
  3.620000      -0.784345       0.501943      -1.111317       0.255859
  3.630000      -0.789702       0.505528      -0.970648       0.208196
  3.640000      -0.794235       0.508365      -0.829518       0.160322
  3.650000      -0.797955       0.510473      -0.688047       0.112299
  3.660000      -0.800868       0.511871      -0.546349       0.064193
  3.670000      -0.802980       0.512571      -0.404536       0.016063
  3.680000      -0.804295       0.512582      -0.262719      -0.032030
  3.690000      -0.804816       0.511913      -0.121006      -0.080028
  3.700000      -0.804544       0.510566       0.020493      -0.127873
  3.710000      -0.803480       0.508542       0.161673      -0.175507
  3.720000      -0.801621       0.505837       0.302426      -0.222872
  3.730000      -0.798967       0.502447       0.442644      -0.269911
  3.740000      -0.795512       0.498362       0.582219      -0.316566
  3.750000      -0.791252       0.493570       0.721043      -0.362775
  3.760000      -0.786179       0.488054       0.859002      -0.408479
  3.770000      -0.780285       0.481795       0.995985      -0.453615
  3.780000      -0.773558       0.474770       1.131876      -0.498119
  3.790000      -0.765986       0.466951       1.266554      -0.541921
  3.800000      -0.757554       0.458307       1.399898      -0.584954
  3.810000      -0.748243       0.448800       1.531779      -0.627142
  3.820000      -0.738032       0.438387       1.662064      -0.668409
  3.830000      -0.726895       0.427022       1.790616      -0.708671
  3.840000      -0.714804       0.414647       1.917287      -0.747841
  3.850000      -0.701722       0.401201       2.041924      -0.785827
  3.860000      -0.687611       0.386612       2.164365      -0.822526
  3.870000      -0.672421       0.370797       2.284436      -0.857832
  3.880000      -0.656098       0.353663       2.401952      -0.891628
  3.890000      -0.638577       0.335103       2.516714      -0.923785
  3.900000      -0.619781       0.314993       2.628507      -0.954167
  3.910000      -0.599621       0.293191       2.737098      -0.982620
  3.920000      -0.577991       0.269534       2.842232      -1.008977
  3.930000      -0.554768       0.243834       2.943631      -1.033055
  3.940000      -0.529808       0.215873       3.040986      -1.054649
  3.950000      -0.502947       0.185405       3.133956      -1.073531
  3.960000      -0.473996       0.152151       3.222162      -1.089450
  3.970000      -0.442746       0.115809       3.305181      -1.102124
  3.980000      -0.408980       0.076062       3.382541      -1.111244
  3.990000      -0.372497       0.032622       3.453720      -1.116468
  4.000000      -0.333156      -0.014708       3.518145      -1.117432
  4.010000      -0.290963      -0.065918       3.575206      -1.113756
  4.020000      -0.246178      -0.120624       3.624283      -1.105073
  4.030000      -0.199438      -0.177906       3.664800      -1.091070
  4.040000      -0.151784      -0.236265       3.696302      -1.071545
  4.050000      -0.104508      -0.293837       3.718545      -1.046463
  4.060000      -0.058832      -0.348857       3.731554      -1.015986
  4.070000      -0.015615      -0.400073       3.735615      -0.980456
  4.080000       0.024737      -0.446883       3.731205      -0.940325
  4.090000       0.062180      -0.489200       3.718894      -0.896093
  4.100000       0.096876      -0.527237       3.699277      -0.848249
  4.110000       0.129078      -0.561340       3.672920      -0.797244
  4.120000       0.159055      -0.591887       3.640345      -0.743482
  4.130000       0.187061      -0.619234       3.602021      -0.687318
  4.140000       0.213321      -0.643701       3.558366      -0.629063
  4.150000       0.238027      -0.665565       3.509755      -0.568989
  4.160000       0.261343      -0.685067       3.456521      -0.507336
  4.170000       0.283407      -0.702408       3.398966      -0.444314
  4.180000       0.304334      -0.717765       3.337361      -0.380112
  4.190000       0.324220      -0.731286       3.271954      -0.314897
  4.200000       0.343146      -0.743100       3.202970      -0.248820
  4.210000       0.361179      -0.753321       3.130620      -0.182018
  4.220000       0.378376      -0.762044       3.055097      -0.114616
  4.230000       0.394785      -0.769358       2.976582      -0.046727
  4.240000       0.410443      -0.775336       2.895245       0.021542
  4.250000       0.425384      -0.780046       2.811247       0.090095
  4.260000       0.439634      -0.783549       2.724741       0.158839
  4.270000       0.453213      -0.785898       2.635873       0.227690
  4.280000       0.466140      -0.787142       2.544781       0.296565
  4.290000       0.478426      -0.787324       2.451601       0.365390
  4.300000       0.490082      -0.786484       2.356463       0.434089
  4.310000       0.501115      -0.784657       2.259493       0.502592
  4.320000       0.511528      -0.781877       2.160815       0.570832
  4.330000       0.521323      -0.778172       2.060549       0.638742
  4.340000       0.530501      -0.773569       1.958815       0.706259
  4.350000       0.539057      -0.768091       1.855728       0.773318
  4.360000       0.546989      -0.761759       1.751404       0.839858
  4.370000       0.554291      -0.754593       1.645958       0.905818
  4.380000       0.560955      -0.746607       1.539504       0.971135
  4.390000       0.566971      -0.737815       1.432154       1.035750
  4.400000       0.572331      -0.728228       1.324022       1.099600
  4.410000       0.577023      -0.717854       1.215221       1.162625
  4.420000       0.581033      -0.706699       1.105867       1.224761
  4.430000       0.584346      -0.694765       0.996073       1.285945
  4.440000       0.586948      -0.682052       0.885957       1.346114
  4.450000       0.588821      -0.668557       0.775636       1.405199
  4.460000       0.589945      -0.654272       0.665230       1.463135
  4.470000       0.590300      -0.639187       0.554861       1.519849
  4.480000       0.589862      -0.623288       0.444656       1.575271
  4.490000       0.588607      -0.606555       0.334743       1.629324
  4.500000       0.586507      -0.588966       0.225253       1.681929
  4.510000       0.583531      -0.570489       0.116326       1.733004
  4.520000       0.579645      -0.551092       0.008102       1.782463
  4.530000       0.574812      -0.530731      -0.099268       1.830212
  4.540000       0.568989      -0.509357      -0.205631       1.876156
  4.550000       0.562129      -0.486912      -0.310820       1.920190
  4.560000       0.554178      -0.463327      -0.414664       1.962204
  4.570000       0.545076      -0.438523      -0.516979       2.002078
  4.580000       0.534754      -0.412407      -0.617568       2.039685
  4.590000       0.523133      -0.384872      -0.716220       2.074886
  4.600000       0.510122      -0.355791      -0.812708       2.107529
  4.610000       0.495619      -0.325019      -0.906787       2.137450
  4.620000       0.479505      -0.292389      -0.998186       2.164470
  4.630000       0.461646      -0.257707      -1.086612       2.188388
  4.640000       0.441889      -0.220755      -1.171742       2.208988
  4.650000       0.420067      -0.181291      -1.253217       2.226029
  4.660000       0.396000      -0.139054      -1.330644       2.239246
  4.670000       0.369509      -0.093782      -1.403586       2.248351
  4.680000       0.340443      -0.045250      -1.471565       2.253031
  4.690000       0.308718       0.006674      -1.534068       2.252958
  4.700000       0.274390       0.061926      -1.590552       2.247798
  4.710000       0.237745       0.120120      -1.640479       2.237238
  4.720000       0.199383       0.180427      -1.683358       2.221020
  4.730000       0.160223       0.241570      -1.718812       2.198992
  4.740000       0.121374       0.302002      -1.746644       2.171150
  4.750000       0.083886       0.360257      -1.766882       2.137659
  4.760000       0.048529       0.415260      -1.779770       2.098837
  4.770000       0.015707       0.466451      -1.785719       2.055104
  4.780000      -0.014481       0.513693      -1.785226       2.006921
  4.790000      -0.042131       0.557122      -1.778817       1.954750
  4.800000      -0.067433       0.597006      -1.767004       1.899024
  4.810000      -0.090610       0.633654      -1.750263       1.840133
  4.820000      -0.111882       0.667370      -1.729028       1.778428
  4.830000      -0.131450       0.698434      -1.703687       1.714216
  4.840000      -0.149494       0.727091      -1.674589       1.647772
  4.850000      -0.166169       0.753553      -1.642048       1.579336
  4.860000      -0.181609       0.778001      -1.606344       1.509122
  4.870000      -0.195930       0.800592      -1.567732       1.437322
  4.880000      -0.209229       0.821458      -1.526439       1.364106
  4.890000      -0.221593       0.840712      -1.482676       1.289628
  4.900000      -0.233095       0.858452      -1.436633       1.214028
  4.910000      -0.243798       0.874761      -1.388486       1.137430
  4.920000      -0.253756       0.889713      -1.338396       1.059951
  4.930000      -0.263019       0.903368      -1.286515       0.981696
  4.940000      -0.271626       0.915783      -1.232983       0.902761
  4.950000      -0.279614       0.927003      -1.177931       0.823238
  4.960000      -0.287015       0.937071      -1.121482       0.743209
  4.970000      -0.293854       0.946023      -1.063753       0.662751
  4.980000      -0.300157       0.953890      -1.004855       0.581938
