      t(s)    theta1(rad)    theta2(rad)             P1             P2
 23.570000       0.062363      -0.049386       0.273901      -0.558938
 23.580000       0.070370      -0.062873       0.261138      -0.552982
 23.590000       0.078111      -0.076003       0.246835      -0.545719
 23.600000       0.085554      -0.088729       0.231047      -0.537186
 23.610000       0.092673      -0.101015       0.213837      -0.527428
 23.620000       0.099443      -0.112823       0.195271      -0.516490
 23.630000       0.105844      -0.124125       0.175422      -0.504424
 23.640000       0.111859      -0.134894       0.154365      -0.491282
 23.650000       0.117472      -0.145109       0.132177      -0.477120
 23.660000       0.122673      -0.154751       0.108941      -0.461995
 23.670000       0.127451      -0.163806       0.084740      -0.445966
 23.680000       0.131799      -0.172262       0.059657      -0.429093
 23.690000       0.135712      -0.180110       0.033780      -0.411436
 23.700000       0.139185      -0.187341       0.007195      -0.393058
 23.710000       0.142216      -0.193952      -0.020012      -0.374019
 23.720000       0.144802      -0.199938      -0.047752      -0.354383
 23.730000       0.146944      -0.205295      -0.075939      -0.334211
 23.740000       0.148640      -0.210023      -0.104485      -0.313564
 23.750000       0.149892      -0.214120      -0.133302      -0.292506
 23.760000       0.150700      -0.217586      -0.162304      -0.271097
 23.770000       0.151065      -0.220421      -0.191405      -0.249399
 23.780000       0.150989      -0.222625      -0.220518      -0.227474
 23.790000       0.150474      -0.224200      -0.249559      -0.205381
 23.800000       0.149522      -0.225146      -0.278442      -0.183183
 23.810000       0.148135      -0.225464      -0.307082      -0.160938
 23.820000       0.146315      -0.225156      -0.335396      -0.138707
 23.830000       0.144064      -0.224225      -0.363301      -0.116550
 23.840000       0.141386      -0.222672      -0.390713      -0.094527
 23.850000       0.138283      -0.220499      -0.417552      -0.072696
 23.860000       0.134759      -0.217710      -0.443734      -0.051116
 23.870000       0.130817      -0.214309      -0.469179      -0.029847
 23.880000       0.126462      -0.210300      -0.493808      -0.008945
 23.890000       0.121698      -0.205688      -0.517541       0.011531
 23.900000       0.116531      -0.200481      -0.540300       0.031523
 23.910000       0.110967      -0.194684      -0.562007       0.050976
 23.920000       0.105014      -0.188309      -0.582588       0.069833
 23.930000       0.098681      -0.181366      -0.601968       0.088039
 23.940000       0.091978      -0.173869      -0.620074       0.105539
 23.950000       0.084917      -0.165833      -0.636837       0.122281
 23.960000       0.077512      -0.157278      -0.652187       0.138214
 23.970000       0.069780      -0.148224      -0.666059       0.153287
 23.980000       0.061737      -0.138697      -0.678393       0.167454
 23.990000       0.053405      -0.128726      -0.689129       0.180668
 24.000000       0.044808      -0.118342      -0.698213       0.192887
 24.010000       0.035972      -0.107582      -0.705596       0.204071
 24.020000       0.026925      -0.096487      -0.711234       0.214186
 24.030000       0.017699      -0.085099      -0.715088       0.223199
 24.040000       0.008328      -0.073466      -0.717127       0.231082
 24.050000      -0.001153      -0.061640      -0.717325       0.237813
 24.060000      -0.010704      -0.049672      -0.715664       0.243374
 24.070000      -0.020286      -0.037620      -0.712135       0.247753
 24.080000      -0.029860      -0.025538      -0.706735       0.250944
 24.090000      -0.039384      -0.013485      -0.699470       0.252944
 24.100000      -0.048817      -0.001516      -0.690354       0.253760
 24.110000      -0.058122       0.010312      -0.679409       0.253401
 24.120000      -0.067259       0.021946      -0.666664       0.251883
 24.130000      -0.076192       0.033336      -0.652158       0.249229
 24.140000      -0.084887       0.044434      -0.635935       0.245464
 24.150000      -0.093314       0.055196      -0.618045       0.240620
 24.160000      -0.101443       0.065583      -0.598546       0.234733
 24.170000      -0.109249       0.075559      -0.577500       0.227841
 24.180000      -0.116709       0.085092      -0.554975       0.219987
 24.190000      -0.123804       0.094155      -0.531042       0.211218
 24.200000      -0.130516       0.102724      -0.505776       0.201582
 24.210000      -0.136830       0.110779      -0.479256       0.191130
 24.220000      -0.142736       0.118303      -0.451563       0.179914
 24.230000      -0.148221       0.125282      -0.422778       0.167987
 24.240000      -0.153278       0.131706      -0.392988       0.155406
 24.250000      -0.157900       0.137564      -0.362277       0.142225
 24.260000      -0.162083       0.142850      -0.330732       0.128502
 24.270000      -0.165820       0.147558      -0.298441       0.114293
 24.280000      -0.169111       0.151684      -0.265492       0.099656
 24.290000      -0.171951       0.155227      -0.231973       0.084649
 24.300000      -0.174341       0.158183      -0.197973       0.069328
 24.310000      -0.176278       0.160551      -0.163579       0.053752
 24.320000      -0.177763       0.162333      -0.128880       0.037978
 24.330000      -0.178796       0.163527      -0.093964       0.022063
 24.340000      -0.179377       0.164135      -0.058919       0.006065
 24.350000      -0.179506       0.164157      -0.023831      -0.009960
 24.360000      -0.179186       0.163596       0.011211      -0.025956
 24.370000      -0.178418       0.162454       0.046122      -0.041865
 24.380000      -0.177202       0.160732       0.080814      -0.057632
 24.390000      -0.175542       0.158434       0.115203      -0.073200
 24.400000      -0.173440       0.155562       0.149202      -0.088515
 24.410000      -0.170898       0.152122       0.182728      -0.103522
 24.420000      -0.167921       0.148117       0.215695      -0.118166
 24.430000      -0.164511       0.143552       0.248022      -0.132392
 24.440000      -0.160675       0.138435       0.279625      -0.146147
 24.450000      -0.156418       0.132773       0.310422      -0.159378
 24.460000      -0.151745       0.126574       0.340335      -0.172033
 24.470000      -0.146666       0.119850       0.369282      -0.184060
 24.480000      -0.141189       0.112612       0.397187      -0.195409
 24.490000      -0.135325       0.104876       0.423974      -0.206031
 24.500000      -0.129085       0.096657       0.449569      -0.215878
 24.510000      -0.122485       0.087975       0.473900      -0.224904
 24.520000      -0.115540       0.078852       0.496899      -0.233064
 24.530000      -0.108268       0.069314       0.518501      -0.240318
 24.540000      -0.100691       0.059390       0.538643      -0.246624
 24.550000      -0.092831       0.049111       0.557268      -0.251948
 24.560000      -0.084713       0.038512       0.574322      -0.256255
 24.570000      -0.076366       0.027633       0.589757      -0.259516
 24.580000      -0.067820       0.016516       0.603531      -0.261704
 24.590000      -0.059107       0.005206       0.615607      -0.262799
 24.600000      -0.050262      -0.006248       0.625954      -0.262784
 24.610000      -0.041320      -0.017798       0.634549      -0.261646
 24.620000      -0.032318      -0.029392       0.641376      -0.259379
 24.630000      -0.023294      -0.040975       0.646427      -0.255980
 24.640000      -0.014285      -0.052497       0.649699      -0.251454
 24.650000      -0.005330      -0.063903       0.651199      -0.245808
 24.660000       0.003535      -0.075144       0.650942      -0.239058
 24.670000       0.012276      -0.086170       0.648947      -0.231223
 24.680000       0.020858      -0.096934       0.645243      -0.222326
 24.690000       0.029250      -0.107392       0.639865      -0.212397
 24.700000       0.037423      -0.117503       0.632853      -0.201468
 24.710000       0.045349      -0.127231       0.624254      -0.189576
 24.720000       0.053006      -0.136541       0.614120      -0.176762
 24.730000       0.060371      -0.145405       0.602507      -0.163069
 24.740000       0.067426      -0.153796       0.589477      -0.148544
 24.750000       0.074153      -0.161691       0.575092      -0.133234
 24.760000       0.080538      -0.169072       0.559422      -0.117191
 24.770000       0.086569      -0.175920       0.542534      -0.100466
 24.780000       0.092235      -0.182224       0.524503      -0.083114
 24.790000       0.097527      -0.187970       0.505402      -0.065188
 24.800000       0.102439      -0.193151       0.485306      -0.046745
 24.810000       0.106965      -0.197758       0.464292      -0.027840
 24.820000       0.111098      -0.201787       0.442439      -0.008530
 24.830000       0.114836      -0.205232       0.419823       0.011128
 24.840000       0.118176      -0.208091       0.396525       0.031077
 24.850000       0.121115      -0.210362       0.372623       0.051261
 24.860000       0.123651      -0.212044       0.348198       0.071623
 24.870000       0.125783      -0.213136       0.323327       0.092104
 24.880000       0.127511      -0.213639       0.298092       0.112650
 24.890000       0.128833      -0.213553       0.272571       0.133202
 24.900000       0.129750      -0.212880       0.246845       0.153705
 24.910000       0.130263      -0.211622       0.220991       0.174103
 24.920000       0.130371      -0.209780       0.195090       0.194339
 24.930000       0.130075      -0.207358       0.169219       0.214359
 24.940000       0.129377      -0.204358       0.143458       0.234106
 24.950000       0.128278      -0.200785       0.117884       0.253525
 24.960000       0.126781      -0.196642       0.092575       0.272563
 24.970000       0.124888      -0.191935       0.067607       0.291165
 24.980000       0.122601      -0.186670       0.043057       0.309277
 24.990000       0.119926      -0.180853       0.019001       0.326846
 25.000000       0.116866      -0.174492      -0.004486       0.343820
 25.010000       0.113427      -0.167596      -0.027330       0.360146
 25.020000       0.109615      -0.160176      -0.049460       0.375773
 25.030000       0.105438      -0.152244      -0.070802       0.390652
 25.040000       0.100906      -0.143814      -0.091288       0.404733
 25.050000       0.096029      -0.134903      -0.110850       0.417968
 25.060000       0.090819      -0.125528      -0.129421       0.430313
 25.070000       0.085290      -0.115711      -0.146938       0.441722
 25.080000       0.079458      -0.105475      -0.163341       0.452153
 25.090000       0.073342      -0.094848      -0.178571       0.461566
 25.100000       0.066962      -0.083859      -0.192576       0.469924
 25.110000       0.060341      -0.072541      -0.205306       0.477192
 25.120000       0.053503      -0.060929      -0.216715       0.483341
 25.130000       0.046476      -0.049065      -0.226763       0.488341
 25.140000       0.039288      -0.036988      -0.235416       0.492171
 25.150000       0.031970      -0.024743      -0.242643       0.494811
 25.160000       0.024555      -0.012378      -0.248423       0.496246
 25.170000       0.017077       0.000060      -0.252738       0.496466
 25.180000       0.009569       0.012522      -0.255580       0.495467
 25.190000       0.002067       0.024956      -0.256944       0.493249
 25.200000      -0.005394       0.037313      -0.256836       0.489817
 25.210000      -0.012781       0.049545      -0.255265       0.485182
 25.220000      -0.020059       0.061603      -0.252249       0.479358
 25.230000      -0.027198       0.073441      -0.247813       0.472366
 25.240000      -0.034166       0.085017      -0.241988       0.464231
 25.250000      -0.040936       0.096289      -0.234808       0.454981
 25.260000      -0.047481       0.107219      -0.226317       0.444649
 25.270000      -0.053779       0.117773      -0.216562       0.433272
 25.280000      -0.059806       0.127921      -0.205593       0.420891
 25.290000      -0.065545       0.137635      -0.193467       0.407547
 25.300000      -0.070978       0.146889      -0.180243       0.393286
 25.310000      -0.076091       0.155663      -0.165982       0.378156
 25.320000      -0.080871       0.163937      -0.150751       0.362206
 25.330000      -0.085309       0.171697      -0.134616       0.345488
 25.340000      -0.089394       0.178929      -0.117646       0.328053
 25.350000      -0.093120       0.185621      -0.099913       0.309955
 25.360000      -0.096480       0.191765      -0.081488       0.291249
 25.370000      -0.099471       0.197351      -0.062444       0.271988
 25.380000      -0.102088       0.202376      -0.042855       0.252229
 25.390000      -0.104328       0.206833      -0.022795       0.232027
 25.400000      -0.106190       0.210720      -0.002338       0.211438
 25.410000      -0.107672       0.214033       0.018440       0.190517
 25.420000      -0.108773       0.216772       0.039466       0.169320
 25.430000      -0.109494       0.218934       0.060665       0.147904
 25.440000      -0.109835       0.220520       0.081962       0.126323
 25.450000      -0.109796       0.221529       0.103282       0.104635
 25.460000      -0.109378       0.221963       0.124552       0.082893
 25.470000      -0.108584       0.221823       0.145698       0.061153
 25.480000      -0.107414       0.221111       0.166648       0.039469
 25.490000      -0.105870       0.219830       0.187327       0.017898
 25.500000      -0.103956       0.217981       0.207664      -0.003508
 25.510000      -0.101675       0.215570       0.227588      -0.024695
 25.520000      -0.099029       0.212600       0.247026      -0.045608
 25.530000      -0.096022       0.209076       0.265910      -0.066195
 25.540000      -0.092660       0.205005       0.284170      -0.086403
 25.550000      -0.088947       0.200393       0.301737      -0.106180
 25.560000      -0.084889       0.195249       0.318544      -0.125475
 25.570000      -0.080494       0.189583       0.334525      -0.144237
 25.580000      -0.075768       0.183405       0.349616      -0.162417
 25.590000      -0.070723       0.176728       0.363753      -0.179965
 25.600000      -0.065367       0.169567       0.376876      -0.196835
 25.610000      -0.059713       0.161939       0.388925      -0.212979
 25.620000      -0.053774       0.153861       0.399843      -0.228354
 25.630000      -0.047565       0.145357       0.409578      -0.242916
 25.640000      -0.041103       0.136448       0.418078      -0.256625
 25.650000      -0.034407       0.127163       0.425296      -0.269442
 25.660000      -0.027497       0.117530       0.431188      -0.281332
 25.670000      -0.020396       0.107581       0.435714      -0.292260
 25.680000      -0.013129       0.097351       0.438840      -0.302199
 25.690000      -0.005721       0.086878       0.440536      -0.311120
 25.700000       0.001798       0.076200       0.440776      -0.319001
 25.710000       0.009401       0.065360       0.439542      -0.325823
 25.720000       0.017056       0.054402       0.436820      -0.331572
 25.730000       0.024731       0.043369       0.432604      -0.336238
 25.740000       0.032395       0.032309       0.426892      -0.339814
 25.750000       0.040015       0.021266       0.419690      -0.342300
 25.760000       0.047559       0.010286       0.411010      -0.343699
 25.770000       0.054995      -0.000585       0.400870      -0.344020
 25.780000       0.062293      -0.011304       0.389294      -0.343275
 25.790000       0.069423      -0.021830       0.376314      -0.341480
 25.800000       0.076357      -0.032122       0.361966      -0.338658
 25.810000       0.083070      -0.042144       0.346290      -0.334833
 25.820000       0.089537      -0.051861       0.329335      -0.330035
 25.830000       0.095736      -0.061241       0.311150      -0.324295
 25.840000       0.101647      -0.070255       0.291792      -0.317648
 25.850000       0.107252      -0.078879       0.271320      -0.310134
 25.860000       0.112535      -0.087088       0.249796      -0.301791
 25.870000       0.117482      -0.094864       0.227286      -0.292664
 25.880000       0.122080      -0.102187       0.203858      -0.282796
 25.890000       0.126321      -0.109044       0.179582      -0.272233
 25.900000       0.130194      -0.115420       0.154530      -0.261024
 25.910000       0.133692      -0.121305       0.128775      -0.249216
 25.920000       0.136810      -0.126691       0.102392      -0.236858
 25.930000       0.139541      -0.131568       0.075456      -0.224002
 25.940000       0.141884      -0.135932       0.048044      -0.210698
 25.950000       0.143834      -0.139778       0.020231      -0.196996
 25.960000       0.145390      -0.143100      -0.007903      -0.182948
 25.970000       0.146549      -0.145898      -0.036284      -0.168606
 25.980000       0.147312      -0.148169      -0.064832      -0.154022
 25.990000       0.147679      -0.149912      -0.093471      -0.139246
 26.000000       0.147649      -0.151127      -0.122124      -0.124331
 26.010000       0.147223      -0.151813      -0.150714      -0.109328
 26.020000       0.146404      -0.151973      -0.179164      -0.094289
 26.030000       0.145192      -0.151608      -0.207399      -0.079265
 26.040000       0.143591      -0.150719      -0.235342      -0.064305
 26.050000       0.141602      -0.149311      -0.262918      -0.049462
 26.060000       0.139230      -0.147386      -0.290054      -0.034785
 26.070000       0.136478      -0.144950      -0.316675      -0.020324
 26.080000       0.133351      -0.142007      -0.342708      -0.006128
 26.090000       0.129854      -0.138564      -0.368082       0.007755
 26.100000       0.125993      -0.134629      -0.392726       0.021275
 26.110000       0.121775      -0.130210      -0.416570       0.034386
 26.120000       0.117208      -0.125317      -0.439545       0.047042
 26.130000       0.112301      -0.119961      -0.461587       0.059197
 26.140000       0.107063      -0.114155      -0.482628       0.070806
 26.150000       0.101506      -0.107916      -0.502607       0.081828
 26.160000       0.095643      -0.101258      -0.521463       0.092219
 26.170000       0.089487      -0.094202      -0.539138       0.101941
 26.180000       0.083055      -0.086769      -0.555575       0.110955
 26.190000       0.076364      -0.078982      -0.570724       0.119226
 26.200000       0.069433      -0.070867      -0.584536       0.126720
 26.210000       0.062282      -0.062452      -0.596965       0.133406
 26.220000       0.054934      -0.053769      -0.607970       0.139255
 26.230000       0.047414      -0.044850      -0.617516       0.144243
 26.240000       0.039746      -0.035732      -0.625570       0.148349
 26.250000       0.031958      -0.026450      -0.632107       0.151553
 26.260000       0.024078      -0.017045      -0.637106       0.153842
 26.270000       0.016135      -0.007557      -0.640550       0.155205
 26.280000       0.008159       0.001973      -0.642432       0.155635
 26.290000       0.000181       0.011502      -0.642746       0.155130
 26.300000      -0.007770       0.020989      -0.641496       0.153693
 26.310000      -0.015663       0.030393      -0.638690       0.151328
 26.320000      -0.023469       0.039670      -0.634343       0.148048
 26.330000      -0.031159       0.048784      -0.628475       0.143865
 26.340000      -0.038705       0.057694      -0.621112       0.138798
 26.350000      -0.046082       0.066366      -0.612285       0.132870
 26.360000      -0.053265       0.074764      -0.602032       0.126105
 26.370000      -0.060231       0.082859      -0.590393       0.118533
 26.380000      -0.066959       0.090620      -0.577414       0.110185
 26.390000      -0.073430       0.098021      -0.563145       0.101096
 26.400000      -0.079625       0.105039      -0.547639       0.091303
 26.410000      -0.085530       0.111652      -0.530954       0.080846
 26.420000      -0.091131       0.117842      -0.513148       0.069765
 26.430000      -0.096415       0.123592      -0.494285       0.058103
 26.440000      -0.101371       0.128888      -0.474428       0.045906
 26.450000      -0.105990       0.133717      -0.453645       0.033218
 26.460000      -0.110265       0.138070      -0.432002       0.020086
 26.470000      -0.114187       0.141938      -0.409570       0.006558
 26.480000      -0.117752       0.145313      -0.386419      -0.007318
 26.490000      -0.120954       0.148190      -0.362620      -0.021494
 26.500000      -0.123789       0.150564      -0.338246      -0.035920
 26.510000      -0.126255       0.152432      -0.313368      -0.050548
 26.520000      -0.128350       0.153792      -0.288061      -0.065328
 26.530000      -0.130070       0.154643      -0.262398      -0.080209
 26.540000      -0.131415       0.154982      -0.236451      -0.095144
 26.550000      -0.132385       0.154812      -0.210295      -0.110081
 26.560000      -0.132978       0.154131      -0.184003      -0.124972
 26.570000      -0.133197       0.152943      -0.157647      -0.139767
 26.580000      -0.133041       0.151249      -0.131303      -0.154417
 26.590000      -0.132512       0.149053      -0.105041      -0.168875
 26.600000      -0.131612       0.146358      -0.078934      -0.183090
 26.610000      -0.130344       0.143168      -0.053055      -0.197016
 26.620000      -0.128710       0.139489      -0.027474      -0.210604
 26.630000      -0.126715       0.135326      -0.002261      -0.223809
 26.640000      -0.124362       0.130689       0.022513      -0.236582
 26.650000      -0.121658       0.125583       0.046780      -0.248880
 26.660000      -0.118609       0.120020       0.070473      -0.260657
 26.670000      -0.115221       0.114010       0.093525      -0.271870
 26.680000      -0.111504       0.107565       0.115871      -0.282475
 26.690000      -0.107465       0.100699       0.137449      -0.292431
 26.700000      -0.103117       0.093427       0.158197      -0.301698
 26.710000      -0.098471       0.085768       0.178055      -0.310237
 26.720000      -0.093541       0.077741       0.196968      -0.318012
 26.730000      -0.088341       0.069367       0.214882      -0.324987
 26.740000      -0.082888       0.060671       0.231744      -0.331129
 26.750000      -0.077199       0.051677       0.247508      -0.336409
 26.760000      -0.071296       0.042414       0.262129      -0.340798
 26.770000      -0.065198       0.032913       0.275567      -0.344272
 26.780000      -0.058929       0.023206       0.287786      -0.346808
 26.790000      -0.052513       0.013328       0.298754      -0.348389
 26.800000      -0.045974       0.003313       0.308444      -0.348998
 26.810000      -0.039340      -0.006799       0.316835      -0.348625
 26.820000      -0.032637      -0.016971       0.323910      -0.347261
 26.830000      -0.025894      -0.027163       0.329658      -0.344904
 26.840000      -0.019137      -0.037335       0.334073      -0.341552
 26.850000      -0.012396      -0.047446       0.337155      -0.337211
 26.860000      -0.005699      -0.057459       0.338911      -0.331889
 26.870000       0.000929      -0.067333       0.339350      -0.325597
 26.880000       0.007459      -0.077032       0.338489      -0.318352
 26.890000       0.013868      -0.086520       0.336350      -0.310174
 26.900000       0.020130      -0.095761       0.332959      -0.301085
 26.910000       0.026224      -0.104725       0.328348      -0.291113
 26.920000       0.032128      -0.113381       0.322552      -0.280286
 26.930000       0.037822      -0.121702       0.315611      -0.268638
 26.940000       0.043289      -0.129662       0.307569      -0.256203
 26.950000       0.048513      -0.137238       0.298471      -0.243020
 26.960000       0.053479      -0.144410       0.288370      -0.229126
 26.970000       0.058175      -0.151159       0.277316      -0.214565
 26.980000       0.062588      -0.157470       0.265366      -0.199379
 26.990000       0.066709      -0.163328       0.252576      -0.183612
 27.000000       0.070530      -0.168721       0.239005      -0.167309
 27.010000       0.074042      -0.173638       0.224715      -0.150518
 27.020000       0.077240      -0.178071       0.209766      -0.133286
 27.030000       0.080117      -0.182012       0.194223      -0.115661
 27.040000       0.082671      -0.185456       0.178148      -0.097690
 27.050000       0.084897      -0.188396       0.161607      -0.079424
 27.060000       0.086792      -0.190830       0.144664      -0.060912
 27.070000       0.088354      -0.192755       0.127385      -0.042202
 27.080000       0.089582      -0.194168       0.109835      -0.023344
 27.090000       0.090475      -0.195069       0.092081      -0.004389
 27.100000       0.091033      -0.195458       0.074188       0.014616
 27.110000       0.091255      -0.195334       0.056222       0.033620
 27.120000       0.091142      -0.194700       0.038248       0.052574
 27.130000       0.090695      -0.193558       0.020332       0.071429
 27.140000       0.089917      -0.191909       0.002540       0.090137
 27.150000       0.088808      -0.189758      -0.015065       0.108648
 27.160000       0.087372      -0.187108      -0.032419       0.126916
 27.170000       0.085612      -0.183965      -0.049457       0.144892
 27.180000       0.083532      -0.180335      -0.066118       0.162529
 27.190000       0.081136      -0.176224      -0.082339       0.179781
 27.200000       0.078430      -0.171641      -0.098059       0.196602
 27.210000       0.075419      -0.166594      -0.113220       0.212947
 27.220000       0.072110      -0.161094      -0.127761       0.228772
 27.230000       0.068512      -0.155152      -0.141627       0.244034
 27.240000       0.064632      -0.148783      -0.154761       0.258690
 27.250000       0.060482      -0.142000      -0.167111       0.272699
 27.260000       0.056073      -0.134820      -0.178624       0.286023
 27.270000       0.051416      -0.127262      -0.189251       0.298624
 27.280000       0.046526      -0.119345      -0.198946       0.310464
 27.290000       0.041417      -0.111091      -0.207664       0.321511
 27.300000       0.036107      -0.102526      -0.215364       0.331733
 27.310000       0.030614      -0.093674      -0.222009       0.341099
 27.320000       0.024956      -0.084564      -0.227564       0.349584
 27.330000       0.019155      -0.075226      -0.232000       0.357162
 27.340000       0.013233      -0.065692      -0.235290       0.363813
 27.350000       0.007213      -0.055996      -0.237413       0.369519
 27.360000       0.001118      -0.046171      -0.238352       0.374264
 27.370000      -0.005025      -0.036254      -0.238094       0.378039
 27.380000      -0.011192      -0.026282      -0.236633       0.380835
 27.390000      -0.017356      -0.016292      -0.233966       0.382649
 27.400000      -0.023492      -0.006321      -0.230097       0.383480
 27.410000      -0.029573       0.003593      -0.225033       0.383332
 27.420000      -0.035575       0.013413      -0.218787       0.382214
 27.430000      -0.041471       0.023104      -0.211378       0.380135
 27.440000      -0.047238       0.032630      -0.202830       0.377110
 27.450000      -0.052854       0.041959      -0.193169       0.373159
 27.460000      -0.058296       0.051060      -0.182428       0.368302
 27.470000      -0.063544       0.059902      -0.170643       0.362564
 27.480000      -0.068579       0.068458      -0.157856       0.355972
 27.490000      -0.073383       0.076703      -0.144109       0.348556
 27.500000      -0.077941       0.084613      -0.129451       0.340349
 27.510000      -0.082238       0.092168      -0.113931       0.331386
 27.520000      -0.086261       0.099347      -0.097603       0.321704
 27.530000      -0.089999       0.106134      -0.080521       0.311341
 27.540000      -0.093441       0.112514      -0.062744       0.300336
 27.550000      -0.096580       0.118473      -0.044331       0.288733
 27.560000      -0.099406       0.124000      -0.025342       0.276572
 27.570000      -0.101915       0.129086      -0.005840       0.263898
 27.580000      -0.104100       0.133720       0.014113       0.250755
 27.590000      -0.105958       0.137897       0.034452       0.237188
 27.600000      -0.107484       0.141611       0.055112       0.223242
 27.610000      -0.108677       0.144856       0.076028       0.208964
 27.620000      -0.109533       0.147629       0.097134       0.194400
 27.630000      -0.110053       0.149928       0.118366       0.179596
 27.640000      -0.110235       0.151750       0.139656       0.164599
 27.650000      -0.110079       0.153094       0.160939       0.149455
 27.660000      -0.109587       0.153961       0.182149       0.134211
 27.670000      -0.108759       0.154351       0.203221       0.118914
 27.680000      -0.107597       0.154265       0.224089       0.103610
 27.690000      -0.106104       0.153706       0.244689       0.088345
 27.700000      -0.104282       0.152677       0.264957       0.073164
 27.710000      -0.102134       0.151181       0.284830       0.058114
 27.720000      -0.099665       0.149223       0.304244       0.043238
 27.730000      -0.096880       0.146809       0.323137       0.028582
 27.740000      -0.093784       0.143946       0.341450       0.014189
 27.750000      -0.090382       0.140641       0.359121       0.000103
 27.760000      -0.086682       0.136904       0.376094      -0.013635
 27.770000      -0.082692       0.132743       0.392310      -0.026982
 27.780000      -0.078421       0.128171       0.407715      -0.039899
 27.790000      -0.073877       0.123201       0.422254      -0.052346
 27.800000      -0.069072       0.117846       0.435876      -0.064284
 27.810000      -0.064018       0.112123       0.448532      -0.075678
 27.820000      -0.058727       0.106049       0.460174      -0.086491
 27.830000      -0.053214       0.099644       0.470757      -0.096692
 27.840000      -0.047494       0.092928       0.480240      -0.106247
 27.850000      -0.041584       0.085925       0.488585      -0.115129
 27.860000      -0.035501       0.078659       0.495756      -0.123309
 27.870000      -0.029266       0.071156       0.501721      -0.130763
 27.880000      -0.022898       0.063445       0.506453      -0.137469
 27.890000      -0.016418       0.055556       0.509928      -0.143407
 27.900000      -0.009849       0.047518       0.512126      -0.148562
 27.910000      -0.003214       0.039364       0.513032      -0.152920
 27.920000       0.003464       0.031128       0.512636      -0.156471
 27.930000       0.010160       0.022843       0.510932      -0.159208
 27.940000       0.016849       0.014543       0.507919      -0.161128
 27.950000       0.023507       0.006263       0.503601      -0.162231
 27.960000       0.030110      -0.001965       0.497986      -0.162520
 27.970000       0.036633      -0.010105       0.491090      -0.162002
 27.980000       0.043054      -0.018125       0.482929      -0.160688
 27.990000       0.049348      -0.025994       0.473527      -0.158591
 28.000000       0.055496      -0.033681       0.462912      -0.155726
 28.010000       0.061474      -0.041157       0.451114      -0.152115
 28.020000       0.067265      -0.048395       0.438171      -0.147778
 28.030000       0.072850      -0.055370       0.424120      -0.142742
 28.040000       0.078211      -0.062058       0.409006      -0.137033
 28.050000       0.083334      -0.068437       0.392874      -0.130681
 28.060000       0.088203      -0.074487       0.375774      -0.123718
 28.070000       0.092807      -0.080192       0.357757      -0.116178
 28.080000       0.097132      -0.085533       0.338878      -0.108095
 28.090000       0.101169      -0.090499       0.319192      -0.099507
 28.100000       0.104909      -0.095074       0.298758      -0.090451
 28.110000       0.108344      -0.099250       0.277636      -0.080967
 28.120000       0.111465      -0.103016       0.255887      -0.071094
 28.130000       0.114269      -0.106364       0.233573      -0.060875
 28.140000       0.116749      -0.109287       0.210758      -0.050349
 28.150000       0.118902      -0.111781       0.187506      -0.039559
 28.160000       0.120723      -0.113839       0.163881      -0.028548
 28.170000       0.122211      -0.115460       0.139949      -0.017359
 28.180000       0.123364      -0.116641       0.115775      -0.006034
 28.190000       0.124179      -0.117379       0.091426       0.005382
 28.200000       0.124658      -0.117676       0.066966       0.016848
 28.210000       0.124800      -0.117530       0.042462       0.028320
 28.220000       0.124605      -0.116943       0.017980       0.039755
 28.230000       0.124075      -0.115917      -0.006415       0.051110
 28.240000       0.123211      -0.114455      -0.030659       0.062342
 28.250000       0.122017      -0.112561      -0.054686       0.073410
 28.260000       0.120495      -0.110238      -0.078432       0.084271
 28.270000       0.118650      -0.107492      -0.101835       0.094883
 28.280000       0.116485      -0.104331      -0.124833       0.105208
 28.290000       0.114006      -0.100760      -0.147362       0.115203
 28.300000       0.111220      -0.096789      -0.169365       0.124830
 28.310000       0.108132      -0.092427      -0.190780       0.134051
 28.320000       0.104751      -0.087686      -0.211551       0.142828
 28.330000       0.101085      -0.082577      -0.231622       0.151125
 28.340000       0.097145      -0.077114      -0.250937       0.158906
 28.350000       0.092941      -0.071312      -0.269446       0.166138
 28.360000       0.088484      -0.065187      -0.287097       0.172788
 28.370000       0.083789      -0.058759      -0.303843       0.178826
 28.380000       0.078868      -0.052046      -0.319639       0.184224
 28.390000       0.073738      -0.045070      -0.334442       0.188953
 28.400000       0.068414      -0.037854      -0.348213       0.192991
 28.410000       0.062915      -0.030422      -0.360915       0.196314
 28.420000       0.057258      -0.022802      -0.372516       0.198902
 28.430000       0.051465      -0.015019      -0.382988       0.200738
 28.440000       0.045554      -0.007103      -0.392304       0.201809
 28.450000       0.039548       0.000915      -0.400445       0.202101
 28.460000       0.033469       0.009006      -0.407394       0.201607
 28.470000       0.027338       0.017138      -0.413138       0.200322
 28.480000       0.021180       0.025279      -0.417669       0.198241
 28.490000       0.015016       0.033396      -0.420985       0.195368
 28.500000       0.008871       0.041457      -0.423086       0.191705
 28.510000       0.002766       0.049431      -0.423978       0.187260
 28.520000      -0.003276       0.057287      -0.423672       0.182043
 28.530000      -0.009233       0.064994      -0.422183       0.176068
 28.540000      -0.015085       0.072524      -0.419529       0.169351
 28.550000      -0.020812       0.079847      -0.415733       0.161911
