      t(s)    theta1(rad)    theta2(rad)             P1             P2
  0.000000       1.147198      -0.423599       0.000000       0.000000
  0.010000       1.146304      -0.423196      -0.178677       0.040282
  0.020000       1.144519      -0.422389      -0.356924       0.080448
  0.030000       1.141843      -0.421174      -0.534670       0.120461
  0.040000       1.138278      -0.419544      -0.711844       0.160286
  0.050000       1.133823      -0.417487      -0.888371       0.199885
  0.060000       1.128477      -0.414991      -1.064177       0.239221
  0.070000       1.122241      -0.412038      -1.239186       0.278254
  0.080000       1.115112      -0.408608      -1.413318       0.316944
  0.090000       1.107087      -0.404678      -1.586492       0.355249
  0.100000       1.098162      -0.400220      -1.758621       0.393123
  0.110000       1.088333      -0.395204      -1.929617       0.430520
  0.120000       1.077591      -0.389594      -2.099385       0.467389
  0.130000       1.065929      -0.383351      -2.267827       0.503675
  0.140000       1.053336      -0.376431      -2.434838       0.539323
  0.150000       1.039797      -0.368785      -2.600308       0.574270
  0.160000       1.025296      -0.360359      -2.764119       0.608448
  0.170000       1.009812      -0.351090      -2.926144       0.641787
  0.180000       0.993320      -0.340912      -3.086252       0.674208
  0.190000       0.975791      -0.329748      -3.244296       0.705625
  0.200000       0.957186      -0.317511      -3.400124       0.735947
  0.210000       0.937462      -0.304105      -3.553569       0.765071
  0.220000       0.916566      -0.289420      -3.704449       0.792886
  0.230000       0.894433      -0.273331      -3.852569       0.819269
  0.240000       0.870986      -0.255694      -3.997716       0.844085
  0.250000       0.846131      -0.236343      -4.139653       0.867182
  0.260000       0.819753      -0.215084      -4.278123       0.888394
  0.270000       0.791716      -0.191691      -4.412839       0.907534
  0.280000       0.761851      -0.165896      -4.543479       0.924390
  0.290000       0.729953      -0.137382      -4.669683       0.938724
  0.300000       0.695774      -0.105770      -4.791043       0.950268
  0.310000       0.659010      -0.070610      -4.907093       0.958713
  0.320000       0.619298      -0.031370      -5.017297       0.963710
  0.330000       0.576217       0.012557      -5.121033       0.964856
  0.340000       0.529304       0.061830      -5.217583       0.961696
  0.350000       0.478122       0.117057      -5.306114       0.953717
  0.360000       0.422420       0.178572      -5.385684       0.940364
  0.370000       0.362426       0.246002      -5.455267       0.921076
  0.380000       0.299247       0.317707      -5.513847       0.895369
  0.390000       0.235035       0.390538      -5.560600       0.862964
  0.400000       0.172445       0.460611      -5.595123       0.823931
  0.410000       0.113559       0.524856      -5.617564       0.778722
  0.420000       0.059277       0.581892      -5.628539       0.728058
  0.430000       0.009548       0.631710      -5.628893       0.672740
  0.440000      -0.036121       0.674957      -5.619507       0.613523
  0.450000      -0.078329       0.712447      -5.601190       0.551060
  0.460000      -0.117631       0.744947      -5.574651       0.485896
  0.470000      -0.154493       0.773110      -5.540499       0.418487
  0.480000      -0.189296       0.797475      -5.499257       0.349210
  0.490000      -0.222344       0.818481      -5.451378       0.278384
  0.500000      -0.253881       0.836486      -5.397254       0.206276
  0.510000      -0.284103       0.851785      -5.337232       0.133119
  0.520000      -0.313165       0.864620      -5.271619       0.059112
  0.530000      -0.341194       0.875199      -5.200694      -0.015570
  0.540000      -0.368292       0.883695      -5.124709      -0.090770
  0.550000      -0.394540       0.890259      -5.043895      -0.166351
  0.560000      -0.420004       0.895021      -4.958468      -0.242188
  0.570000      -0.444736       0.898096      -4.868629      -0.318165
  0.580000      -0.468777       0.899588      -4.774569      -0.394179
  0.590000      -0.492160       0.899587      -4.676468      -0.470131
  0.600000      -0.514907       0.898179      -4.574499      -0.545932
  0.610000      -0.537036       0.895440      -4.468829      -0.621495
  0.620000      -0.558558       0.891440      -4.359620      -0.696739
  0.630000      -0.579480       0.886245      -4.247027      -0.771588
  0.640000      -0.599804       0.879917      -4.131206      -0.845965
  0.650000      -0.619529       0.872513      -4.012305      -0.919801
  0.660000      -0.638650       0.864087      -3.890473      -0.993024
  0.670000      -0.657160       0.854690      -3.765854      -1.065567
  0.680000      -0.675049       0.844370      -3.638592      -1.137364
  0.690000      -0.692305       0.833173      -3.508827      -1.208349
  0.700000      -0.708916       0.821141      -3.376700      -1.278459
  0.710000      -0.724867       0.808314      -3.242348      -1.347631
  0.720000      -0.740141       0.794731      -3.105908      -1.415802
  0.730000      -0.754722       0.780425      -2.967516      -1.482910
  0.740000      -0.768591       0.765431      -2.827304      -1.548896
  0.750000      -0.781730       0.749777      -2.685405      -1.613697
  0.760000      -0.794120       0.733491      -2.541951      -1.677254
  0.770000      -0.805741       0.716598      -2.397070      -1.739507
  0.780000      -0.816572       0.699118      -2.250893      -1.800397
  0.790000      -0.826593       0.681071      -2.103546      -1.859863
  0.800000      -0.835782       0.662473      -1.955156      -1.917847
  0.810000      -0.844118       0.643334      -1.805848      -1.974288
  0.820000      -0.851578       0.623664      -1.655749      -2.029126
  0.830000      -0.858139       0.603467      -1.504983      -2.082301
  0.840000      -0.863778       0.582744      -1.353674      -2.133752
  0.850000      -0.868471       0.561491      -1.201947      -2.183415
  0.860000      -0.872191       0.539701      -1.049928      -2.231229
  0.870000      -0.874912       0.517361      -0.897744      -2.277126
  0.880000      -0.876606       0.494451      -0.745521      -2.321042
  0.890000      -0.877241       0.470948      -0.593389      -2.362905
  0.900000      -0.876785       0.446821      -0.441483      -2.402645
  0.910000      -0.875202       0.422032      -0.289937      -2.440186
  0.920000      -0.872452       0.396534      -0.138894      -2.475448
  0.930000      -0.868492       0.370274       0.011502      -2.508347
  0.940000      -0.863271       0.343184       0.161097      -2.538793
  0.950000      -0.856735       0.315188       0.309729      -2.566691
  0.960000      -0.848818       0.286194       0.457229      -2.591938
  0.970000      -0.839448       0.256094       0.603412      -2.614419
  0.980000      -0.828540       0.224763       0.748083      -2.634014
  0.990000      -0.815993       0.192050       0.891028      -2.650588
  1.000000      -0.801691       0.157780       1.032014      -2.663992
  1.010000      -0.785496       0.121744       1.170782      -2.674063
  1.020000      -0.767243       0.083695       1.307047      -2.680616
  1.030000      -0.746739       0.043343       1.440487      -2.683447
  1.040000      -0.723754       0.000343       1.570739      -2.682327
  1.050000      -0.698020      -0.045704       1.697389      -2.676996
  1.060000      -0.669232      -0.095252       1.819964      -2.667164
  1.070000      -0.637063      -0.148792       1.937919      -2.652509
  1.080000      -0.601199      -0.206792       2.050631      -2.632676
  1.090000      -0.561426      -0.269584       2.157394      -2.607290
  1.100000      -0.517794      -0.337131       2.257428      -2.575975
  1.110000      -0.470839      -0.408705       2.349926      -2.538406
  1.120000      -0.421791      -0.482603       2.434139      -2.494382
  1.130000      -0.372484      -0.556257       2.509512      -2.443913
  1.140000      -0.324846      -0.626966       2.575824      -2.387280
  1.150000      -0.280264      -0.692779       2.633228      -2.325010
  1.160000      -0.239337      -0.752851       2.682177      -2.257769
  1.170000      -0.202057      -0.807185       2.723276      -2.186249
  1.180000      -0.168109      -0.856215       2.757164      -2.111087
  1.190000      -0.137078      -0.900514       2.784444      -2.032838
  1.200000      -0.108554      -0.940641       2.805658      -1.951975
  1.210000      -0.082176      -0.977091       2.821282      -1.868894
  1.220000      -0.057636      -1.010283       2.831728      -1.783926
  1.230000      -0.034675      -1.040563       2.837354      -1.697354
  1.240000      -0.013080      -1.068217       2.838475      -1.609416
  1.250000       0.007326      -1.093483       2.835361      -1.520316
  1.260000       0.026692      -1.116556       2.828255      -1.430228
  1.270000       0.045141      -1.137598       2.817367      -1.339305
  1.280000       0.062779      -1.156749       2.802888      -1.247679
  1.290000       0.079693      -1.174124       2.784986      -1.155465
  1.300000       0.095958      -1.189821       2.763812      -1.062763
  1.310000       0.111639      -1.203927       2.739506      -0.969664
  1.320000       0.126789      -1.216514       2.712191      -0.876246
  1.330000       0.141454      -1.227648       2.681982      -0.782580
  1.340000       0.155674      -1.237384       2.648986      -0.688728
  1.350000       0.169483      -1.245773       2.613299      -0.594748
  1.360000       0.182907      -1.252859       2.575012      -0.500689
  1.370000       0.195970      -1.258684       2.534212      -0.406599
  1.380000       0.208691      -1.263283       2.490979      -0.312521
  1.390000       0.221086      -1.266691       2.445390      -0.218493
  1.400000       0.233167      -1.268938       2.397518      -0.124553
  1.410000       0.244942      -1.270054       2.347436      -0.030735
  1.420000       0.256419      -1.270064       2.295211       0.062928
  1.430000       0.267600      -1.268996       2.240911       0.156404
  1.440000       0.278486      -1.266871       2.184604       0.249662
  1.450000       0.289078      -1.263714       2.126354       0.342671
  1.460000       0.299371      -1.259545       2.066228       0.435401
  1.470000       0.309362      -1.254386       2.004291       0.527822
  1.480000       0.319044      -1.248255       1.940610       0.619901
  1.490000       0.328408      -1.241172       1.875252       0.711608
  1.500000       0.337444      -1.233154       1.808284       0.802909
  1.510000       0.346142      -1.224218       1.739777       0.893770
  1.520000       0.354489      -1.214380       1.669800       0.984155
  1.530000       0.362471      -1.203655       1.598426       1.074028
  1.540000       0.370072      -1.192057       1.525731       1.163349
  1.550000       0.377277      -1.179599       1.451790       1.252077
  1.560000       0.384068      -1.166291       1.376681       1.340169
  1.570000       0.390426      -1.152145       1.300488       1.427580
  1.580000       0.396331      -1.137170       1.223293       1.514261
  1.590000       0.401762      -1.121370       1.145183       1.600163
  1.600000       0.406698      -1.104753       1.066248       1.685231
  1.610000       0.411114      -1.087321       0.986583       1.769409
  1.620000       0.414986      -1.069075       0.906282       1.852638
  1.630000       0.418287      -1.050012       0.825447       1.934855
  1.640000       0.420991      -1.030129       0.744181       2.015993
  1.650000       0.423067      -1.009417       0.662595       2.095983
  1.660000       0.424486      -0.987865       0.580800       2.174750
  1.670000       0.425213      -0.965457       0.498915       2.252216
  1.680000       0.425212      -0.942174       0.417064       2.328298
  1.690000       0.424446      -0.917991       0.335378       2.402907
  1.700000       0.422874      -0.892875       0.253991       2.475951
  1.710000       0.420448      -0.866790       0.173048       2.547329
  1.720000       0.417121      -0.839690       0.092700       2.616936
  1.730000       0.412836      -0.811520       0.013110       2.684656
  1.740000       0.407533      -0.782215      -0.065554       2.750370
  1.750000       0.401143      -0.751700      -0.143106       2.813945
  1.760000       0.393589      -0.719881      -0.219352       2.875239
  1.770000       0.384783      -0.686651      -0.294081       2.934100
  1.780000       0.374622      -0.651883      -0.367063       2.990359
  1.790000       0.362992      -0.615422      -0.438049       3.043833
  1.800000       0.349757      -0.577089      -0.506768       3.094321
  1.810000       0.334759      -0.536669      -0.572917       3.141600
  1.820000       0.317815      -0.493907      -0.636166       3.185422
  1.830000       0.298709      -0.448502      -0.696142       3.225510
  1.840000       0.277195      -0.400104      -0.752430       3.261553
  1.850000       0.252992      -0.348312      -0.804562       3.293202
  1.860000       0.225798      -0.292687      -0.852012       3.320065
  1.870000       0.195317      -0.232795      -0.894189       3.341700
  1.880000       0.161325      -0.168294      -0.930440       3.357625
  1.890000       0.123796      -0.099112      -0.960062       3.367325
  1.900000       0.083092      -0.025713      -0.982343       3.370287
  1.910000       0.040170       0.050616      -0.996646       3.366066
  1.920000      -0.003392       0.127719      -1.002524       3.354376
  1.930000      -0.045733       0.203048      -0.999854       3.335185
  1.940000      -0.085292       0.274477      -0.988894       3.308752
  1.950000      -0.121202       0.340844      -0.970219       3.275572
  1.960000      -0.153249       0.401893      -0.944581       3.236261
  1.970000      -0.181617       0.457916      -0.912773       3.191455
  1.980000      -0.206661       0.509428      -0.875546       3.141748
  1.990000      -0.228765       0.556979      -0.833577       3.087672
  2.000000      -0.248287       0.601076      -0.787462       3.029692
  2.010000      -0.265541       0.642153      -0.737721       2.968210
  2.020000      -0.280791       0.680576      -0.684809       2.903580
  2.030000      -0.294260       0.716647      -0.629125       2.836107
  2.040000      -0.306135       0.750615      -0.571020       2.766062
  2.050000      -0.316573       0.782684      -0.510809       2.693686
  2.060000      -0.325709       0.813026      -0.448770       2.619190
  2.070000      -0.333655       0.841781      -0.385156       2.542768
  2.080000      -0.340510       0.869067      -0.320196       2.464591
  2.090000      -0.346360       0.894983      -0.254098       2.384816
  2.100000      -0.351279       0.919610      -0.187053       2.303587
  2.110000      -0.355333       0.943018      -0.119235       2.221034
  2.120000      -0.358581       0.965265      -0.050807       2.137277
  2.130000      -0.361073       0.986398       0.018079       2.052427
  2.140000      -0.362858       1.006459       0.087286       1.966586
  2.150000      -0.363978       1.025482       0.156681       1.879848
  2.160000      -0.364472       1.043494       0.226143       1.792302
  2.170000      -0.364374       1.060518       0.295556       1.704029
  2.180000      -0.363717       1.076574       0.364812       1.615105
  2.190000      -0.362531       1.091676       0.433809       1.525602
  2.200000      -0.360842       1.105835       0.502452       1.435586
  2.210000      -0.358676       1.119061       0.570647       1.345118
  2.220000      -0.356056       1.131360       0.638308       1.254258
  2.230000      -0.353003       1.142737       0.705353       1.163061
  2.240000      -0.349536       1.153192       0.771703       1.071577
  2.250000      -0.345674       1.162728       0.837282       0.979855
  2.260000      -0.341433       1.171343       0.902019       0.887942
  2.270000      -0.336826       1.179035       0.965843       0.795882
  2.280000      -0.331869       1.185800       1.028688       0.703715
  2.290000      -0.326571       1.191633       1.090489       0.611481
  2.300000      -0.320944       1.196530       1.151185       0.519218
  2.310000      -0.314996       1.200482       1.210713       0.426964
  2.320000      -0.308734       1.203484       1.269015       0.334753
  2.330000      -0.302163       1.205525       1.326032       0.242621
  2.340000      -0.295288       1.206598       1.381706       0.150601
  2.350000      -0.288112       1.206691       1.435982       0.058727
  2.360000      -0.280634       1.205793       1.488802      -0.032966
  2.370000      -0.272853       1.203893       1.540109      -0.124444
  2.380000      -0.264767       1.200977       1.589847      -0.215672
  2.390000      -0.256370       1.197031       1.637958      -0.306615
  2.400000      -0.247656       1.192037       1.684382      -0.397236
  2.410000      -0.238615       1.185981       1.729059      -0.487496
  2.420000      -0.229235       1.178841       1.771927      -0.577354
  2.430000      -0.219503       1.170596       1.812920      -0.666767
  2.440000      -0.209401       1.161224       1.851973      -0.755690
  2.450000      -0.198909       1.150697       1.889012      -0.844073
  2.460000      -0.188004       1.138986       1.923963      -0.931864
  2.470000      -0.176660       1.126057       1.956748      -1.019004
  2.480000      -0.164845       1.111874       1.987280      -1.105433
  2.490000      -0.152524       1.096391       2.015469      -1.191082
  2.500000      -0.139656       1.079562       2.041217      -1.275878
  2.510000      -0.126194       1.061329       2.064418      -1.359737
  2.520000      -0.112086       1.041627       2.084958      -1.442572
  2.530000      -0.097269       1.020382       2.102711      -1.524283
  2.540000      -0.081674       0.997507       2.117540      -1.604761
  2.550000      -0.065220       0.972901       2.129295      -1.683883
  2.560000      -0.047814       0.946446       2.137811      -1.761515
  2.570000      -0.029347       0.918004       2.142903      -1.837503
  2.580000      -0.009695       0.887414       2.144368      -1.911679
  2.590000       0.011286       0.854486       2.141980      -1.983849
  2.600000       0.033765       0.818998       2.135484      -2.053796
  2.610000       0.057933       0.780693       2.124596      -2.121273
  2.620000       0.084008       0.739277       2.108998      -2.186001
  2.630000       0.112233       0.694422       2.088334      -2.247656
  2.640000       0.142856       0.645784       2.062206      -2.305875
  2.650000       0.176112       0.593044       2.030177      -2.360242
  2.660000       0.212157       0.535984       1.991777      -2.410293
  2.670000       0.250971       0.474632       1.946522      -2.455520
  2.680000       0.292214       0.409462       1.893953      -2.495396
  2.690000       0.335085       0.341592       1.833703      -2.529420
  2.700000       0.378310       0.272795       1.765581      -2.557190
  2.710000       0.420381       0.205173       1.689657      -2.578479
  2.720000       0.459973       0.140562       1.606289      -2.593289
  2.730000       0.496259       0.080093       1.516067      -2.601832
  2.740000       0.528937       0.024159       1.419712      -2.604469
  2.750000       0.558074      -0.027360       1.317968      -2.601627
  2.760000       0.583917      -0.074837       1.211539      -2.593743
  2.770000       0.606774      -0.118723       1.101062      -2.581229
  2.780000       0.626949      -0.159462       0.987097      -2.564459
  2.790000       0.644718      -0.197451       0.870134      -2.543769
  2.800000       0.660316      -0.233032       0.750603      -2.519456
  2.810000       0.673948      -0.266495       0.628882      -2.491786
  2.820000       0.685783      -0.298081       0.505305      -2.460994
  2.830000       0.695967      -0.327993       0.380172      -2.427291
  2.840000       0.704622      -0.356403       0.253751      -2.390866
  2.850000       0.711853      -0.383450       0.126285      -2.351892
  2.860000       0.717749      -0.409254      -0.002002      -2.310524
  2.870000       0.722389      -0.433916      -0.130906      -2.266906
  2.880000       0.725840      -0.457517      -0.260235      -2.221171
  2.890000       0.728163      -0.480129      -0.389812      -2.173440
  2.900000       0.729410      -0.501810      -0.519470      -2.123827
  2.910000       0.729628      -0.522607      -0.649052      -2.072440
  2.920000       0.728861      -0.542560      -0.778406      -2.019380
  2.930000       0.727146      -0.561702      -0.907389      -1.964741
  2.940000       0.724521      -0.580058      -1.035863      -1.908614
  2.950000       0.721016      -0.597646      -1.163696      -1.851085
  2.960000       0.716662      -0.614483      -1.290757      -1.792239
  2.970000       0.711487      -0.630576      -1.416923      -1.732154
  2.980000       0.705518      -0.645931      -1.542069      -1.670908
  2.990000       0.698778      -0.660551      -1.666077      -1.608575
  3.000000       0.691291      -0.674431      -1.788828      -1.545230
  3.010000       0.683077      -0.687568      -1.910207      -1.480943
  3.020000       0.674158      -0.699953      -2.030098      -1.415785
  3.030000       0.664551      -0.711574      -2.148389      -1.349823
  3.040000       0.654275      -0.722417      -2.264966      -1.283127
  3.050000       0.643346      -0.732467      -2.379719      -1.215763
  3.060000       0.631778      -0.741703      -2.492535      -1.147799
  3.070000       0.619585      -0.750106      -2.603304      -1.079300
  3.080000       0.606779      -0.757651      -2.711914      -1.010333
  3.090000       0.593371      -0.764314      -2.818254      -0.940965
  3.100000       0.579368      -0.770065      -2.922213      -0.871263
  3.110000       0.564777      -0.774874      -3.023678      -0.801295
  3.120000       0.549604      -0.778709      -3.122535      -0.731129
  3.130000       0.533850      -0.781535      -3.218670      -0.660835
  3.140000       0.517514      -0.783313      -3.311968      -0.590485
  3.150000       0.500595      -0.784002      -3.402309      -0.520152
  3.160000       0.483084      -0.783557      -3.489574      -0.449912
  3.170000       0.464973      -0.781932      -3.573640      -0.379844
  3.180000       0.446246      -0.779072      -3.654378      -0.310028
  3.190000       0.426884      -0.774921      -3.731660      -0.240551
  3.200000       0.406865      -0.769415      -3.805348      -0.171504
  3.210000       0.386157      -0.762486      -3.875300      -0.102981
  3.220000       0.364723      -0.754054      -3.941369      -0.035084
  3.230000       0.342517      -0.744035      -4.003398       0.032077
  3.240000       0.319487      -0.732329      -4.061220       0.098384
  3.250000       0.295565      -0.718827      -4.114657       0.163711
  3.260000       0.270674      -0.703402      -4.163518       0.227917
  3.270000       0.244721      -0.685910      -4.207598       0.290849
  3.280000       0.217596      -0.666184      -4.246671       0.352338
  3.290000       0.189169      -0.644033      -4.280490       0.412196
  3.300000       0.159287      -0.619234      -4.308786       0.470214
  3.310000       0.127770      -0.591534      -4.331257       0.526154
  3.320000       0.094413      -0.560644      -4.347569       0.579750
  3.330000       0.058986      -0.526243      -4.357352       0.630700
  3.340000       0.021244      -0.487994      -4.360191       0.678663
  3.350000      -0.019051      -0.445580      -4.355635       0.723253
  3.360000      -0.062075      -0.398770      -4.343190       0.764043
  3.370000      -0.107857      -0.347553      -4.322344       0.800567
  3.380000      -0.156147      -0.292320      -4.292601       0.832344
  3.390000      -0.206268      -0.234073      -4.253535       0.858920
  3.400000      -0.257074      -0.174488      -4.204885       0.879933
  3.410000      -0.307121      -0.115660      -4.146642       0.895186
  3.420000      -0.355058      -0.059552      -4.079095       0.904705
  3.430000      -0.399970      -0.007499      -4.002798       0.908728
  3.440000      -0.441470       0.039922      -3.918472       0.907646
  3.450000      -0.479566       0.082708      -3.826890       0.901919
  3.460000      -0.514479       0.121166      -3.728803       0.892019
  3.470000      -0.546507       0.155722      -3.624898       0.878390
  3.480000      -0.575955       0.186817      -3.515785       0.861434
  3.490000      -0.603100       0.214856      -3.402005       0.841509
  3.500000      -0.628182       0.240195      -3.284030       0.818932
  3.510000      -0.651405       0.263138      -3.162278       0.793981
  3.520000      -0.672939       0.283946      -3.037118       0.766902
  3.530000      -0.692925       0.302838      -2.908879       0.737914
  3.540000      -0.711482       0.320003      -2.777859       0.707212
  3.550000      -0.728708       0.335599      -2.644323       0.674969
  3.560000      -0.744686       0.349764      -2.508517       0.641345
  3.570000      -0.759486       0.362614      -2.370663       0.606480
  3.580000      -0.773165       0.374253      -2.230966       0.570504
  3.590000      -0.785773       0.384769      -2.089617       0.533537
  3.600000      -0.797352       0.394237      -1.946793       0.495686
  3.610000      -0.807936       0.402726      -1.802659       0.457052
  3.620000      -0.817557       0.410294      -1.657373       0.417729
  3.630000      -0.826238       0.416991      -1.511081       0.377804
  3.640000      -0.834002       0.422862      -1.363923       0.337357
  3.650000      -0.840868       0.427947      -1.216032       0.296466
  3.660000      -0.846849       0.432278      -1.067537       0.255202
  3.670000      -0.851961       0.435884      -0.918559       0.213636
  3.680000      -0.856212       0.438790      -0.769217       0.171832
  3.690000      -0.859613       0.441014      -0.619627       0.129853
  3.700000      -0.862171       0.442574      -0.469900       0.087762
  3.710000      -0.863891       0.443483      -0.320146       0.045616
  3.720000      -0.864778       0.443749      -0.170472       0.003474
  3.730000      -0.864835       0.443377      -0.020985      -0.038607
  3.740000      -0.864063       0.442371       0.128211      -0.080571
  3.750000      -0.862464       0.440730       0.277010      -0.122362
  3.760000      -0.860036       0.438448       0.425308      -0.163924
  3.770000      -0.856777       0.435520       0.572999      -0.205201
  3.780000      -0.852684       0.431933       0.719977      -0.246135
  3.790000      -0.847752       0.427675       0.866135      -0.286668
  3.800000      -0.841975       0.422725       1.011362      -0.326741
  3.810000      -0.835344       0.417064       1.155548      -0.366292
  3.820000      -0.827850       0.410666       1.298576      -0.405257
  3.830000      -0.819479       0.403500       1.440328      -0.443570
  3.840000      -0.810218       0.395531       1.580683      -0.481161
  3.850000      -0.800048       0.386721       1.719511      -0.517958
  3.860000      -0.788948       0.377024       1.856681      -0.553883
  3.870000      -0.776893       0.366387       1.992051      -0.588855
  3.880000      -0.763854       0.354753       2.125476      -0.622785
  3.890000      -0.749796       0.342055       2.256800      -0.655581
  3.900000      -0.734678       0.328216       2.385859      -0.687141
  3.910000      -0.718452       0.313151       2.512475      -0.717357
  3.920000      -0.701062       0.296762       2.636461      -0.746112
  3.930000      -0.682441       0.278934       2.757614      -0.773278
  3.940000      -0.662512       0.259540       2.875714      -0.798714
  3.950000      -0.641183       0.238430       2.990522      -0.822267
  3.960000      -0.618344       0.215434       3.101777      -0.843767
  3.970000      -0.593871       0.190355       3.209192      -0.863029
  3.980000      -0.567615       0.162969       3.312450      -0.879846
  3.990000      -0.539406       0.133020       3.411199      -0.893986
  4.000000      -0.509051       0.100221       3.505048      -0.905196
  4.010000      -0.476340       0.064264       3.593558      -0.913191
  4.020000      -0.441055       0.024834       3.676243      -0.917658
  4.030000      -0.403004      -0.018344       3.752562      -0.918256
  4.040000      -0.362071      -0.065433       3.821924      -0.914622
  4.050000      -0.318305      -0.116350       3.883706      -0.906385
  4.060000      -0.272043      -0.170604       3.937278      -0.893196
  4.070000      -0.224012      -0.227136       3.982069      -0.874771
  4.080000      -0.175327      -0.284331       4.017645      -0.850953
  4.090000      -0.127289      -0.340301       4.043798      -0.821761
  4.100000      -0.081053      -0.393366       4.060592      -0.787407
  4.110000      -0.037373      -0.442416       4.068339      -0.748269
  4.120000       0.003443      -0.486977       4.067526      -0.704817
  4.130000       0.041408      -0.527043       4.058716      -0.657547
  4.140000       0.076716      -0.562868       4.042485      -0.606940
  4.150000       0.109626      -0.594807       4.019379      -0.553432
  4.160000       0.140406      -0.623235       3.989896      -0.497411
  4.170000       0.169303      -0.648501       3.954487      -0.439217
  4.180000       0.196534      -0.670913       3.913553      -0.379147
  4.190000       0.222284      -0.690742       3.867453      -0.317462
  4.200000       0.246709      -0.708218       3.816508      -0.254391
  4.210000       0.269939      -0.723539       3.761009      -0.190135
  4.220000       0.292084      -0.736874       3.701219      -0.124874
  4.230000       0.313235      -0.748369       3.637379      -0.058771
  4.240000       0.333468      -0.758152       3.569709       0.008030
  4.250000       0.352846      -0.766332       3.498415       0.075397
  4.260000       0.371421      -0.773007       3.423686       0.143209
  4.270000       0.389236      -0.778261       3.345703       0.211355
  4.280000       0.406326      -0.782171       3.264633       0.279732
  4.290000       0.422720      -0.784804       3.180637       0.348245
  4.300000       0.438442      -0.786223       3.093868       0.416804
  4.310000       0.453508      -0.786481       3.004473       0.485324
  4.320000       0.467932      -0.785629       2.912592       0.553725
  4.330000       0.481725      -0.783712       2.818363       0.621930
  4.340000       0.494893      -0.780772       2.721917       0.689866
  4.350000       0.507439      -0.776846       2.623386       0.757461
  4.360000       0.519364      -0.771970       2.522895       0.824647
  4.370000       0.530668      -0.766175       2.420569       0.891358
  4.380000       0.541346      -0.759488       2.316530       0.957527
  4.390000       0.551394      -0.751937       2.210900       1.023090
  4.400000       0.560804      -0.743544       2.103799       1.087983
  4.410000       0.569567      -0.734330       1.995345       1.152143
  4.420000       0.577675      -0.724313       1.885658       1.215508
  4.430000       0.585114      -0.713509       1.774856       1.278013
  4.440000       0.591873      -0.701930       1.663056       1.339598
  4.450000       0.597937      -0.689586       1.550378       1.400196
  4.460000       0.603291      -0.676485       1.436942       1.459745
  4.470000       0.607918      -0.662631       1.322866       1.518179
  4.480000       0.611799      -0.648025       1.208273       1.575432
  4.490000       0.614916      -0.632664       1.093286       1.631435
  4.500000       0.617246      -0.616543       0.978029       1.686119
  4.510000       0.618766      -0.599651       0.862630       1.739412
  4.520000       0.619452      -0.581976       0.747218       1.791240
  4.530000       0.619276      -0.563497       0.631928       1.841526
  4.540000       0.618208      -0.544191       0.516897       1.890189
  4.550000       0.616216      -0.524028       0.402267       1.937146
  4.560000       0.613263      -0.502973       0.288184       1.982308
  4.570000       0.609309      -0.480981       0.174802       2.025582
  4.580000       0.604309      -0.458001       0.062281       2.066871
  4.590000       0.598214      -0.433973      -0.049209       2.106068
  4.600000       0.590967      -0.408825      -0.159492       2.143063
  4.610000       0.582504      -0.382473      -0.268377       2.177735
  4.620000       0.572752      -0.354821      -0.375663       2.209955
  4.630000       0.561630      -0.325754      -0.481133       2.239582
  4.640000       0.549042      -0.295141      -0.584554       2.266466
  4.650000       0.534880      -0.262828      -0.685671       2.290438
  4.660000       0.519021      -0.228640      -0.784209       2.311319
  4.670000       0.501326      -0.192376      -0.879862       2.328909
  4.680000       0.481637      -0.153807      -0.972298       2.342987
  4.690000       0.459784      -0.112687      -1.061147       2.353315
  4.700000       0.435590      -0.068754      -1.146000       2.359629
  4.710000       0.408886      -0.021758      -1.226410       2.361642
  4.720000       0.379544       0.028496      -1.301884       2.359051
  4.730000       0.347529       0.082073      -1.371897       2.351540
  4.740000       0.312979       0.138801      -1.435907       2.338803
  4.750000       0.276293       0.198138      -1.493382       2.320567
  4.760000       0.238190       0.259091      -1.543862       2.296635
  4.770000       0.199673       0.320269      -1.587020       2.266934
  4.780000       0.161839       0.380143      -1.622722       2.231547
  4.790000       0.125640       0.437391      -1.651059       2.190721
  4.800000       0.091695       0.491147      -1.672317       2.144829
  4.810000       0.060283       0.541030      -1.686920       2.094319
  4.820000       0.031418       0.587020      -1.695354       2.039658
  4.830000       0.004964       0.629308      -1.698120       1.981299
  4.840000      -0.019283       0.668177      -1.695697       1.919655
  4.850000      -0.041542       0.703931      -1.688526       1.855099
  4.860000      -0.062025       0.736861      -1.677009       1.787961
  4.870000      -0.080923       0.767227      -1.661506       1.718533
  4.880000      -0.098405       0.795260      -1.642340       1.647070
  4.890000      -0.114616       0.821156      -1.619799       1.573799
  4.900000      -0.129684       0.845083      -1.594144       1.498922
  4.910000      -0.143716       0.867186      -1.565608       1.422618
  4.920000      -0.156806       0.887588      -1.534406       1.345046
  4.930000      -0.169034       0.906396      -1.500729       1.266352
  4.940000      -0.180470       0.923699      -1.464754       1.186665
  4.950000      -0.191175       0.939575      -1.426644       1.106104
  4.960000      -0.201200       0.954094      -1.386549       1.024776
  4.970000      -0.210591       0.967312      -1.344606       0.942779
  4.980000      -0.219387       0.979282      -1.300945       0.860203
